title                                                                                                                                                                     ,link                                                                                                                                ,description
"Noninvasive, ultrasonic cerebrospinal fluid clearance to treat brain injuries"                                                                                           ,https://techfinder.stanford.edu/technology/noninvasive-ultrasonic-cerebrospinal-fluid-clearance-treat-brain-injuries                ,"Researchers in the Airan Lab have developed a noninvasive method using low intensity transcranial ultrasound to drive cerebrospinal fluid (CSF) glymphatic and lymphatic flow to clear brain injury waste products from CSF and brain interstitium.  Unlike other approaches, this method is nonpharmacologic; free of exogenous agents such as nanoparticles or microbubbles; requires no sensory stimulation nor a specific neural activity pattern; and can be applied when the patient is awake, asleep, or semi-conscious.  In mouse models, the ultrasonic CSF clearance (UCC) treatment reduced neuroinflammatory and neuro cytotoxic profiles, improved behavioral outcomes, and increased acute brain injury survival.   Effective, noninvasive and versatile, the UCC treatment could be a pivotal tool in treating  hemorrhagic, ischemic or traumatic brain injury; migraines; neurodegeneration; intracranial hypertension, normal pressure hydrocephalus; and other chronic brain diseases. Stage of Development: Proof of Concept Under funding from Corundum Neurosciences and the Focused Ultrasound Foundation, the Airan Lab is actively designing a prototype device to facilitate UCC treatment protocol in a human trial. Applications include Transcranial focused ultrasound treatments for: , Hemorrhagic, ischemic, traumatic, and tumor-induced brain injuries, Edema, intracranial hypertension, hydrocephalus, and intracranial pressure elevation, Autoimmune or infectious encephalitis, Migraines, headaches, and concussion, Epilepsy, sleep and circadian rhythm disorders, and other chronic brain diseases. Advantages of the device are Noninvasive and nonintrusive - can be applied in the awake, asleep, or obtunded patient, Nonpharmacologic, free of pharmacologic side effects, and free of exogenous agents (e.g. nanoparticles, microbubbles, etc.), Effective - reduces neuroinflammatory and neuro cytotoxic profiles, improves behavioral outcomes, decreases morbidity and, increases survival for acute brain injury, Broadly applicable to treat various brain diseases."
Predictive Biomarker for Hepatocellular Carcinoma (HCC) Recurrence                                                                                                        ,https://techfinder.stanford.edu/technology/predictive-biomarker-hepatocellular-carcinoma-hcc-recurrence                             ,"Stanford researchers have developed a predictive biomarker for hepatocellular carcinoma (HCC) recurrence post-treatment that provides key spatial distribution information about cell interaction. Hepatocellular carcinoma is the most common form of liver cancer and has poor five-year survival rates of below 20%. Early-stage HCC patients often undergo surgery to remove damaged livers as a means of disease intervention. However, the effectiveness of surgery is often counteracted by high recurrence rates, which can range from 50-70%. To reduce high recurrence, adjuvant therapies can be used in the clinic, yet these therapies cause severe adverse events in more than a third of the patients. One of the primary challenges of combating early recurrence is identifying reliable biomarkers to help predict patients who are most likely to experience HCC recurrence after treatments like surgery or chemoembolization. Prior biomarkers for HCC, such as gene signatures or protein expression, are limited in their ability to provide information about the spatial distribution of cells or how cancer and immune cells interact with each other. To address this gap Stanford researchers developed a novel spatial signature/ biomarker capable of identifying patients at high risk of recurrence with high accuracy. This predictive capability could enhance patient outcomes by making more informed selection of patients for risky adjuvant therapies, as well as enabling more tailored post-operative treatment plans. The technology is also designed to work with standard histology samples, making it easily integrable into current clinical and commercial workflows without the need for specialized equipment or processes. Stage of research In vivo data Applications include Predictive diagnostic tool for liver cancer, Identifying patients who need adjuvant therapy, Personalized medicine & patient management (aid more effective post-surgical treatment decisions), Monitoring and managing HCC recurrence. Advantages of the device are Incorporates complex spatial contexts of cellular interactions., More accurate prediction of disease progression., Easily integrable into current clinical workflows.."
A general method for large-scale alignment of cellular and molecular properties measured in live beings and postmortem on the same biological sample                      ,https://techfinder.stanford.edu/technology/general-method-large-scale-alignment-cellular-and-molecular-properties-measured-live     ,"Typically, cell live imaging and cell molecular profiling are performed on two different samples without the direct observation of two modalities of information on the exact same cells. The main challenge lies in tissue distortions and loss of spatial information during sample processing, such as slicing or chemical treatments. Stanford researchers have developed a solution to track the spatial coordinates of the sample throughout the process. By maintaining a coordinated reference system and correcting for distortions, the method allows researchers to map molecular profiles back to the same cells that were observed in vivo. This approach offers a new level of precision in studying organs like the brain, liver, or kidney, where understanding both cellular function and molecular properties is critical. Stage of Development  In vivo: studies in neurons in the mouse brain Applications include Aligning of in vivo cell imaging and ex vivo structural molecular profiling of the same cells, Research in:  Neuroscience, cancer, clinical diagnostics, drug development, immunotherapy. Advantages of the device are Large-scale alignment, Precise, Economical, Reliable, Only such method in the market."
Deep Learning Enabled Hybrid CT-MRI with Highly Sparse Sensory Data                                                                                                       ,https://techfinder.stanford.edu/technology/deep-learning-enabled-hybrid-ct-mri-highly-sparse-sensory-data                           ,"Among the many medical imaging modalities, CT and MRI scans are utilized most often for imaging bone and soft tissue respectively. As such, physicians often require both images to fully diagnose patients and determine treatment plans. To better harness these advantages, this work has developed a deep-learning model for creating hybrid CT-MRI images from highly sparse sensory data. The key component of this technology utilizes the assumption that each hybrid, CT, and MRI image can be reconstructed from a shared latent feature space. Therefore, the training set only requires a mini-batch of CT and MRI images each which is fed into the cross-modal auto encoder framework. Preliminary testing has shown that analytic reconstruction of just the CT or MRI images show large streak artifacts due to under-sampled data, but the hybrid image has high similarity with the true images. The degree of fusion between CT and MRI can also be tuned using a fusion hyperparameter allowing physicians to create the most useful image. Stage of Research Applications include Treatment planning for radiation therapy, Hybrid image guided interventions (e.g., radiation therapy or surgery), Effectively fuse different modality images: low-dose CT and fast MRI reconstruction. Advantages of the device are Higher image quality for improved diagnostics and image guidance: hybrid images preserve high bone contrast and clear soft tissue dynamic range, Creation of MRI image from CT sensory data, and vice vera., Reduced human intervention in regularization term design."
Design of Universal H5 Influenza virus vaccine candidates via Antigen Reorientation                                                                                       ,https://techfinder.stanford.edu/technology/design-universal-h5-influenza-virus-vaccine-candidates-antigen-reorientation             ,"Researchers at Stanford University have developed novel universal vaccine candidates for H5 influenza viruses. Influenza remains a serious threat to public health. H5 avian influenza strains are among the most concerning despite lack of documented human to human transmission due to their high mortality rates (40-60%). Currently available vaccines are unlikely to confer significant immunity to H5. Additionally, a large portion of public health resources every year are expended to create a seasonal vaccine for influenza viral strains that are circulating in the general population. Taken together, these facts point towards the urgent unmet need for a universal influenza vaccine. Stage of Development Research - in vivo Stage of Research The inventors have created novel vaccine candidates for H5 influenza viruses. Specifically, the immune response to these vaccine candidates is directed towards specific epitopes that are conserved across strains and are less mutable than epitopes that are traditionally exposed. A modified H5 HA antigen is presented in a defined orientation via electrostatic interactions with the adjuvant such that specific epitopes are exposed and the immune response is therefore directed towards those exposed epitopes. This in turn will confer immunity to a larger breadth of viral variants. Experiments in mice with these vaccine candidates have shown that these vaccine candidates generate broad immunity to a number of influenza strains. Applications include Vaccine candidates for H5 avian influeza, Vaccine candidates for a breadth of influenza viruses. Advantages of the device are Generates broad immunity to a number of influenza viral strains via exposure of a conserved epitope."
Selective sensitization of cancer cells to elimination by cytotoxic lymphocytes                                                                                           ,https://techfinder.stanford.edu/technology/selective-sensitization-cancer-cells-elimination-cytotoxic-lymphocytes                   ,"Researchers at Stanford University have developed a novel method for the treatment and prevention of cancer. The immune system is an integral part of the human body's response to outside threats, including cancer. Specifically, cytotoxic CD8+ T cells have been shown to selectively seek and eliminate cancer cells. However, cancer cells have evolved several ways to evade this immune response, including downregulating receptors, altering tumor associated antigens, and changing the tumor microenvironment. High throughput genetic knockdown and knockout screens have been highly effective in identifying key genetic drivers of these mechanisms. However, these screens are most likely to identify factors that are necessary but not sufficient for a response. A need exists for new methods in identifying and isolating novel regulators of the cancer immune interface. Stage of Research The inventors have developed a method by which cancer cells are able to be specifically sensitized to enhance their elimination by cytotoxic lymphocytes. Specifically, the inventors performed a screen to identify factors which make cancer cells more susceptible to killing by CD8+ T cells. These targets were then overexpressed, individually or in combination, in cancer cells in order to sensitize them to cytotoxic lymphocyte killing. Targets for this sensitization also include ligands that can act in a paracrine signalling mechanism to induce cytotoxic killing activity in engineered lymphocytes. Taken together, this invention comprises a promising therapeutic avenue for the treatment and prevention of cancer. Stage of Development Research - in vitro Applications include Production of sensitized cancer cells and engineered cytotoxic lymphocytes, Novel therapeutic avenue for the treatment and/or prevention of cancer. Advantages of the device are Targets are more likely to be necessary and sufficient to produce significant anti-cancer effects."
Compositions and methods for re-activation of dysfunctional skeletal stem cells                                                                                           ,https://techfinder.stanford.edu/technology/compositions-and-methods-re-activation-dysfunctional-skeletal-stem-cells                 ,"Researchers at Stanford University have developed a novel therapeutic avenue for the treatment of osteoporosis and other musculoskeletal diseases. Musculoskeletal disease incidence rates have increased in recent years in response to an aging population. Available therapies for osteoporosis-related bone loss are effective but come with significant side effects. As such, there is a need for novel therapeutic approaches with minimal side effects profiles. In a separate vein, stem cell technologies represent a new frontier in modern medicine. Indeed, human skeletal stem cell (hSSC) dysfunction has been implicated in musculoskeletal diseases, specifically in the context of aging. There remains a major unmet medical need for therapies targeting the re-activation of dysfunctional hSSCs in the context of musculoskeletal diseases. Stage of Development Research - in vivo Stage of Research The inventors have pioneered a novel method for re-activating dysfunctional hSSCs in the context of disease or age related dysfuntion. These researchers found that aged SSCs have lower bone-forming potential due to their a lack of diversity via their skewed lineage trajectory towards fibrostromal tissues. Using a Boolean mathematics approach, they identified two factors that can re-instate youthful SSC activity in dysfunctional diseased or aged SSCs. Specifically, this method involves contacting stem cells with a combination of an inhibitor of bone morphogenic protein (BMP)/transforming growth factor beta (TGF-B) and an activator of Hedgehog (Hh) signalling. Indeed, co-administration of such factors was shown to increase osteogenesis in mice. Applications include Regeneration of bone due to aging and or disease. Advantages of the device are Has the potential to offer a more limited side effect profile than currently available therapies, Can be delivered using biodegradable hydrogels."
Novel small molecule negative allosteric modulators of the mu-opioid receptor                                                                                             ,https://techfinder.stanford.edu/technology/novel-small-molecule-negative-allosteric-modulators-mu-opioid-receptor                   ,"Researchers at Stanford University and Washington University in St. Louis have discovered a novel molecular pathway for the treatment of opioid overdose. Opioids are a powerful tool for pain management when used in clinical care settings. However, in recent years these drugs have been misappropriated for recreational use, spurring a public health crisis. In the US alone there were over 80,000 deaths due to opioid overdose in 2022. Naloxone has proven to be a key tool in the fight against opioid overdose by acting as an agonist of the mu-opioid receptor (MOR). However, use of naloxone for opioid overdose has drawbacks, including that naloxone requires larger, repeated doses in response to more potent fentanyl. To this end, a need exists for novel negative allosteric modulators of the mu-opioid receptor (MOR) that are selective with limited off target effects. Stage of Development Research - in vitro Stage of Research Researchers sought to improve upon their previous finding (compound 368) via structure-based optimization in order to find compounds with enhanced medicinal chemistry properties. Specifically, researchers modified a potentially labile sulfide to an ether to improve its pharmacokinetic properties.  Researchers found that this compound is an allosteric modulator of the MOR in vitro. While this molecule is still a full inhibitor of the MOR, it has a dampened ability to enhance naloxone affinity for the receptor, which in turn makes the molecule less dependent on co-administration with naloxone for activity. Applications include Novel treatment of opioid overdose. Advantages of the device are Potentially less dependent on co-administration with naloxone for therapeutic effects."
Photon spin processor for on-chip classical and quantum information systems                                                                                               ,https://techfinder.stanford.edu/technology/photon-spin-processor-chip-classical-and-quantum-information-systems                     ,"Researchers in the Dionne lab (D-Lab) at Stanford University have designed an on-chip, optical spin processor for classical and quantum information systems.  The D-Lab chip-size spin processor efficiently generates one-handed circular polarized light regardless of excitation sources (e.g. light or electrical excitation), and detects both the circular polarization state and intensity of an incoming light at the same time.  Figure 1 Photon Spin Processor for On-Chip Classical and Quantum Information Systems (Image courtesy the D-Lab) The integrated nanophotonic platform (figure 1) includes a high-quality-factor (high-Q) chiral Si metasurface integrated with a light-emitting or absorbing thin-film. The high-Q  chiral metasurface is made of periodically arranged silicon ""meta-atoms"" with a subwavelength thickness (i.e. 220 nm), Q over 2400, and a nearly 100-fold near-field electric field enhancement for one-handed circularly polarized light over the other.  To demonstrate the photon spin processor for classical and quantum light sources, the D-Lab integrated the Si metasurface with a monolayer crystal MoSe2, transition metal dichalcogenide (TMDC) film. The resulting processor, free of bulky birefringent crystals, can generate valley-selective emission at room temperature with a user-defined chirality. Importantly, the light emitter can be photoexcited or electrically excited.  Compact chiral light generation for both classical and quantum systems can greatly improve multiplexing of data streams, increase speeds, lower latency, and increase data volume. Stage of Development – Proof of Concept Prototype Ongoing development includes expanding the number of spin processor pixels per chip, integrating the spin processor chip with an electrical circuit board, and packaging a prototype electro-optic device. Applications include Quantum computing:, Chiral quantum light sources for increased encoding capacity and multiplex operations, On-chip sensors within photonic ICs for quantum states initialization, manipulation, and readout, Ultracompact classical chiral light sources and 2D sensors for:, Chiral sensing and circular dichroism spectroscopy, Enantiomers separation crucial to pharmaceuticals development and manufacturing, Photodynamic therapy and optogenetics , Optics-free chiral light detector to simultaneously measure circular polarization state and intensity (without birefringent crystals or photodiodes). Advantages of the device are High performance , Multiplexing capability -  A single chip (1 cm2) can encompass over 4000 processors (or pixels) with uniform or different functionalities, High spin selectivity -  Integrated with a light-emitting or absorbing thin film, the metasurface reaches nearly 100% selectivity of one-handed circular polarization over the other, High spectral resolution, CMOS compatible fabrication, Highly compatible with transparent conducting films (e.g. indium tin oxide and graphene)., Scalable production – Competing chiral TiO2 metasurfaces require precise control of TiO2 slant etch angle, Robust  – Competing technologies like chiral perovskite thin films degrade, Readily integrable with standard electro-optic device architectures, with no need for a camera for chiral imaging."
"Cost-Effective, Consistent and Scalable Solution for Lentiviral Vector Production"                                                                                       ,https://techfinder.stanford.edu/technology/cost-effective-consistent-and-scalable-solution-lentiviral-vector-production             ,"Stanford researchers have developed an LVCTM3 system for producing lentiviral vectors and other viral particles, offering a cost-effective, simplified and scalable solution for various applications from gene therapy to vaccine development. Despite the widespread use of lentiviral vectors (LVs) in biomedical research and gene therapies, traditional production methods face significant challenges such as high costs, technical complexity, batch variability, and reliance on proprietary reagents and equipment. These issues impede the accessibility and adoption of LV production systems in research and clinical settings, slowing advancements in gene therapy and personalized medicine. Stanford researchers have developed the Lenti Virus Collection Media 3 (LVCTM3) system to address inefficiencies and high costs associated with lentiviral vector (LV) production. This innovative system eliminates variability and avoids the need for specialized equipment, using a simplified, cost-effective media formulation. Hence, the LVCTM3 system overcomes the limitations of previous methods, such as Gibco LV MAX, making it invaluable for research and therapeutic applications. This invention sets a new standard for efficiency and cost-effectiveness, providing a stable, scalable alternative for high-titer lentiviral vector production across laboratory and clinical settings. Stage of Development: Proof of Concept Applications include Cost-effective lentiviral vector production, Stem cell research and vaccine development. Advantages of the device are High-quality, efficient solution for viral vector production, Enhanced transfection efficiency and reduces cytotoxicity, Significantly reduces the cost of viral vector production, Adaptable and scalable, Minimal requirement for proprietary materials."
Automated radiation therapy treatment planning using a context-aware foundation model                                                                                     ,https://techfinder.stanford.edu/technology/automated-radiation-therapy-treatment-planning-using-context-aware-foundation-model      ,"Stanford researchers in the Xing Lab have developed GPT-RadPlan, a large language model (LLM) and vision-language model (VLM) based radiation therapy treatment planning automation tool that reduces treatment planning time and lowers costs.  Laborious, costly, and subject to substantial variability, radiation therapy (RT) treatment planning requires precise imaging, target identification, dose calculation, and optimization by human planners often using trial and error to balance conflicting objectives.  Deep learning and reinforcement learning methods require large, diverse datasets and effective reward functions. GPT-RadPlan uses multi-modal large language models, such as GPT-4Vision (GPT-4V) from OpenAI, to leverage prior radiation oncology knowledge and incorporate additional knowledge and clinic-specific preference (via in-context learning prompt) in a fully automated treatment planning framework where the user need not train the model. GPT-RadPlan has three modules: When integrated into Stanford Medicine's in-house treatment planning system, GPT-RadPlan either outperformed or matched clinical plans, demonstrating superior target coverage and organ-at-risk sparing.  Using multimodal large language models to mimic human planners in radiation oncology clinics, GPT-RadPlan successfully automates and streamlines treatment planning without additional training or computational resources.   GPT-RadPlan Overview  (a) Integrated into the existing clinical workflow,  (b) Modules  at different stages of radiation therapy planning workflow (Image courtesy the Xing Lab) Stage of Development – Prototype The Xing Lab tested the prototype software, integrating it with Stanford Medicine in-house clinical planning software, where it either outperformed or matched the clinical plans for multiple prostate, and head & neck cancer cases.  Research continues across multiple diseases and protocols with clinical practice benchmarking. Applications include Clinical radiation therapy treatment planning, Educational tool for training-  the evaluation module of GPT-RadPlan can evaluate user-generated plans against clinical protocols, offering instant feedback.. Advantages of the device are Increased throughput and reduced patient wait times, Automated and accurate with reduced reliance on human trial-and-error, Lower cost and more efficient  - reduced training and data requirements saves time and computational resources, Interpretable, transparent,  and reflective decision-making using an intuitive platform, Direct optimization according to clinical protocols using natural language, ensuring that each plan is optimized to meet the prescribed clinical outcomes, Adaptable and flexible across different disease sites and protocols."
Nanofiber membrane cell delivery system                                                                                                                                   ,https://techfinder.stanford.edu/technology/nanofiber-membrane-cell-delivery-system                                                  ,"Current challenges in corneal endothelial cells (CEC) transplantation include the limited availability of donor grafts and the inability of CECs to regenerate within the body. Procedures like Descemet's Membrane Endothelial Keratoplasty (DMEK) offer good visual outcomes but are complex and have higher rates of post-operative complications. Moreover, direct cell injection approaches are still undergoing clinical trials and are not widely available. To address the above need, Stanford researchers have created a biodegradable, transparent nanofiber membrane through electrospinning, using biopolymers like collagen and gelatin. These membranes are highly permeable, mechanically tunable, and can be cross-linked with glycosaminoglycans to support cell growth and attachment. By serving as a transient scaffold for cell delivery, this solution offers a minimally immunogenic method for CEC transplantation, addressing the need for more accessible, effective corneal repair techniques. Stage of Development  In vivo animal models: After confirming protein expression via the transplantation of human and rabbit CECs onto the fabricated gel nanofiber membrane, ex vivo tests were conducted to validate the transplantation of cells into freshly harvested rabbit corneas. Applications include Carrier for corneal cell transplantation, Nanofibre membrane patch for cornea regeneration, Nanofiber membrane for ocular drug delivery. Advantages of the device are Adjustable mechanical property and thickness, High permeability of biological factors, Transparency in visible light wavelength, Biocompatible and biodegradable, Significantly reduced waiting time for cell attachment (5 min for nanofiber membrane and 15min for spraying system)."
"DMN-Tre: A probe for the rapid, simple, and specific detection of mycobacteria with applications for the rapid diagnosis of M. tuberculosis in sputum from TB patients." ,https://techfinder.stanford.edu/technology/dmn-tre-probe-rapid-simple-and-specific-detection-mycobacteria-applications-rapid        ,"TB is the leading cause of death from infectious disease worldwide. Current gold standards for identifying Mycobacterium tuberculosis (Mtb), the causative agent of tuberculosis (TB), in patient sputum samples are lengthy processes that depend on method and technician quality.  As such, there is a need to improve the diagnostics accuracy, simplicty and specificity for TB.  Stanford researchers have developed an environment-sensitive probe (DMN-Tre) for fast and accurate detection of mycobacteria. DMN-Tre is a solvatochromic trehalose conjugate that undergoes dramatic fluorescence enhancement when incorporated into mycobacterial cell wall. As a result, this probe enables the rapid, no-wash visualization of a panel of mycobacterial and corynebacterial species without nonspecific labeling of gram-positive or –negative bacteria. Additionally, DMN-Tre selects for live organisms and is able to detect Mtb in sputum sample from TB patient. Thus, DMN-Tre has a wide range of applications in microbiology research and medicine.  Figure Applications include Allows for trehalose glycolipid biosynthesis imaging studies., Can be used as a viability assay reagent in research., Detects live M. tuberculosis in TB patient sample., Can be used to monitor M. tuberculosis viability in TB patient during the course of treatment.. Advantages of the device are Simple, accurate and specific for mycobacteria and corynebacteria - can visualize Mtb in patient's sputum with no wash steps, Low cost, Easy to use - no additional extensive training required, Little to no background fluorescence from unincorporated probe."
Managing cancer-promoted atherosclerosis through gene regulation                                                                                                          ,https://techfinder.stanford.edu/technology/managing-cancer-promoted-atherosclerosis-through-gene-regulation                         ,"Stanford researchers have discovered that tumors increase the risk of atherosclerosis by regulating expression of a specific gene that stimulates angiogenesis and intraplaque neovessel formation. Previous studies have shown that cancer patients have a significantly higher risk of developing atherosclerosis than those without cancer. However, the underlying mechanisms responsible for this increased risk have not yet been identified. Understanding the cancer processes that influence atherosclerosis is crucial for developing therapies to reduce the burden of cardiovascular disorders in cancer patients and survivors. Researchers from the Leeper Lab at Stanford University have identified a specific gene in aortic endothelial cells that is responsible for tumor-promoted atherosclerosis. By comparing mRNA expression levels in the aortic arches of mice with and without tumors, they found that this gene is upregulated in the presence of tumors. The tumor-promoted upregulation was also confirmed in cultured human aortic endothelial cells. The increased expression of this gene triggers angiogenesis and intraplaque neovessel formation, contributing to heightened atherogenesis and plaque vulnerability. An effective dose of an agent that inhibits this gene could stabilize, prevent, or reduce atherosclerotic plaque formation in cancer patients. Stage of Development In vivo animal data, in vitro human cell data Applications include RNA silencing products, Neutralizing antibodies, Gene modification products. Advantages of the device are No competing technologies and products targeting tumor-promoted atherosclerosis."
"Reproducible, scalable in situ manufacturing method for quantum moiré interfaces"                                                                                        ,https://techfinder.stanford.edu/technology/reproducible-scalable-situ-manufacturing-method-quantum-moire-interfaces                 ,"Stanford researcher Professor Fang Liu and her student, Greg Zaborski Jr., have developed a more uniform, reproducible, efficient fabrication method for moiré structures in 2d materials that produces structures with cleaner interfaces, near perfect yield, and mass production compatible sizing (centimeter size vs current micron size). Created via precise stacking or 'relative twist' of van der Waals (vdW) layers, moiré superlattices exhibit unpredicted and unexpected emergent electronics states, including superconductivity, making them attractive for a wide range of applications such as quantum devices, sensors, superconductors, ferroelectric memory, spintronic devices, and metamaterials.  The most common preparation method (tear-and-stack of Scotch tape exfoliated monolayers) is inefficient, unreproducible, and suffers twist angle inhomogeneity, interfacial contamination, micrometer sizes, and a tendency to untwist at elevated temperatures. The Fang Liu Group fabrication method (see Figure 1) produces moiré superlattices from a wide range of 2D materials with unprecedented uniformity and versatility, achieving much higher throughput and near-unity yield over centimeter-scale macroscopic areas, representing a significant improvement compared to conventional techniques.  The target twist angle in homo twisted moiré structures can be precisely controlled (either manually or through automated processes), due to the perfect lattice alignment of the exfoliated monolayer within the original van der Waals layered crystal. Furthermore, the macroscopic dimension enhances thermal stability of the small twist angle structures, preventing untwisting under high-temperature processes that are essential for device fabrications. Stage of development - Prototype  Figure 1 Quantum moiré interfaces manufacturing method (Image courtesy the Fang Liu Group) (a) Clean gold surface templated-stripped from a plasma-cleaned silicon substrate. (b,c) The templated-stripped gold layer, backed with thermal-release tape (TRT) and polyvinylpyrrolidone (PVP) is stamped onto a freshly cleaved van der Waals crystal. (d) Lifting the gold tape releases a monolayer from the van der Waals crystal, which is subsequently rotated to a target angle (e), and stacked back onto the same van der Waals crystal (f) to create a homo-twist system.  Finally, the TRT, PVP, and AU layers are removed following thermal treatment, solvent rinse, and Kl/I2 etch solution (g), leaving a containment free moiré structure (h). Applications include Quantum devices Quantum communication and computing, Quantum sensors Quantum metrology and sensing, Flexible electronics, High-speed transistors and ferroelectric memory (F-RAM, FEDRAM, etc.), Spintronic devices, Metamaterials (optics, antennas), Superconductors. Advantages of the device are Faster, more efficient fabrication than conventional methods - 1/minute vs 1/month current, Reproducible, batch assembly scalable for mass production, Capable of large length scale (cm size vs conventional method micron size), constrained only by van der Waals crystal size, Near perfect yield, A deterministic approach, in contrast to the current state-fo-the-art techniques such as scotch tape exfoliation and stacking., More uniform, cleaner interfaces."
Increased Packaging Capacity of Viral Vectors for Genome Editing                                                                                                          ,https://techfinder.stanford.edu/technology/increased-packaging-capacity-viral-vectors-genome-editing                                ,"Stanford researchers have developed a method to overcome the packaging capacity limitation of adeno-associated virus (AAV) Vector CRISPR/Cas9 systems to help treat genetic diseases for which the cargo is larger than 4.7kb. CRISPR/Cas9 systems have gained momentum in the past decade as a fast, cheap and relatively targeted approach to genome editing. Adeno-associated viral vectors are commonly used to deliver CRISPR/Cas9 due to their efficiency, safety, lower immunogenicity and non-integrative features (i.e. AAV does not integrate into the host genome reducing the likelihood of Cas9 off-target effects). Despite these benefits, one of AAV's shortcomings is its relatively low packaging capacity of 4.7 kb which makes AAV's difficult to use for larger/bulkier cargo. To overcome this packaging limitation, Stanford researchers developed a delivery construct that increases the packaging capacity of recombinant adeno-associated virus vectors. The improvement creates new therapeutic delivery avenues for genetic diseases that have previously fallen outside of the packaging limitation of AAV's such as hemophilia A, cystic fibrosis, duchenne muscular dystrophy, retinitis pigmentosa, Stargardt Disease, Usher Syndrome 1B, Miyoshi myopathy and more. The advancement also creates opportunities for current CRISPR-based technologies to incorporate the method to improve existing delivery mechanisms. Stage of Development In vitro data Applications include Genetic editing of larger genes for gene therapy, Cell engineering in research & industrial applications (i.e. generating cell lines that require the integration of large DNA sequences). Advantages of the device are Increased AAV packaging efficiency, Works in diverse cell types such as T-cells, iPSCs, HSPCs, HBECs etc., Can be easily implemented/integrated into current CRISPR/Cas9 systems."
Use of an antimicrobial cationic biopolymer for UTI and sepsis prevention in kidney stone surgery                                                                         ,https://techfinder.stanford.edu/technology/use-antimicrobial-cationic-biopolymer-uti-and-sepsis-prevention-kidney-stone-surgery     ,"Stanford scientists have discovered that treating colonized kidney stones with a cationic biopolymer effectively disrupts bacterial biofilms and reduces bacterial burden while remaining biocompatible with kidney tissue. Irrigating the kidney with this cationic biopolymer during surgery could serve as a novel method to prevent urinary tract infections (UTIs) and sepsis in kidney stone procedures. Kidney stones are an increasingly prevalent urological disorder, often causing significant pain and requiring surgical intervention. Pathogenic bacteria are present in up to 40% of stones and can form biofilms which protect them from antibiotic treatments. As a result, stone surgeries can inadvertently disperse bacterial biofilms across the urinary tract and cause up to 30% of patients to develop a UTI and 15% to develop sepsis. Despite these known complications, little effort has been made to address this clinical issue. The standard clinical practice involves urine tests for infection followed by antibiotic treatment if the culture is positive. However, urine culture positivity rates are low compared to pelvic and stone culture positivity rates and intravenous antimicrobial therapies do not lower the risk of postoperative UTIs. Therefore, a new method of UTI and sepsis prevention during kidney stone procedures is needed. A cationic biopolymer has been demonstrated to interact with negatively charged bacterial surfaces, disrupting their membranes and inducing cell death through the leakage of intracellular components. Furthermore, the biopolymer disrupts bacterial biofilms, thereby reducing their resilience to antibiotic treatments. And, in the urinary tract, the biopolymer interacts with the urothelium, inducing exfoliation that expels and facilitates the eradication of highly resistant intracellular bacterial reservoirs. Treatment of colonized patient kidney stones with the biopolymer resulted in a greater than 90% bacterial viability decrease after 90 minutes. Importantly, histological analysis of human urothelium did not show any abnormalities or cytotoxic effects after treatment with the biopolymer. Therefore, the inclusion of this cationic biopolymer in saline irrigation methods during kidney surgeries can be an impactful preventative measure to decrease UTIs and sepsis in kidney stone patients. Stage of Development: Preclinical – in-vivo Continued research – Large animal studies Applications include Antimicrobial irrigation during kidney stone surgery, Antimicrobial irrigation during endourological procedures, Prevention of UTI and sepsis. Advantages of the device are Currently, there are no known intravesical therapies that have broad range antimicrobial and exfoliative effects., Improves antimicrobial treatment independently of bacterial strain, biofilm biomass intensity and antibiotic resistance pattern., Biocompatible with human urinary tract tissue."
Small molecule inhibition of the PTER/N-acetyltaurine pathway to treat obesity                                                                                            ,https://techfinder.stanford.edu/technology/small-molecule-inhibition-ptern-acetyltaurine-pathway-treat-obesity                      ,"Stanford scientists have discovered a series of compounds that inhibit PTER and leads to weight loss. They found that inhibition of PTER, a key enzyme that regulates N-acetyltaurine metabolism, leads to N-acetyltaurine accumulation and a reduction in food intake. Therefore, the use of PTER inhibitors may be an effective way of treating obesity and other metabolic disorders. N-acetyltaurine is an abundant endogenous metabolite whose levels are dynamically regulated by diverse physiologic perturbations that increase taurine and/or acetate flux, including endurance exercise, alcohol consumption, and nutritional taurine supplementation. Interestingly, taurine supplementation has been reported to reduce mitochondrial redox stress, enhance exercise performance, and suppress body weight. PTER, an orphan body mass index-associated enzyme, was shown to have N-acetyltransferase/hydrolase activity and be capable of converting taurine to N-acetyltaurine. Genetic ablation of PTER and/or pharmacological administration of N-acetyltaurine in mice resulted in suppressed body weight and adiposity. Iterative screening for and optimization of PTER inhibitors resulted in the discovery of small molecule inhibitors with a > 250-fold selectivity for PTER. Importantly, treatment with the lead compound caused an increase of N-acetyltaurine in mice and an acute decrease in food intake. Consequently, PTER inhibitors can potentially be used as a method of treatment for obesity and other cardiometabolic disorders. Stage of Development: Research: in vivo Applications include Treatment of obesity and other metabolic disorders, Energy balance and body weight control, PTER inhibitors can be administered as a therapeutic. Advantages of the device are Novel inhibitors of energy balance linked to taurine metabolism, PTER activity can be inhibited as a method of increasing N-acteyltaurine levels to treat obesity."
