"university","title","number","patent","link","description","LLM Summary","LLM Teaser"
"Stanford University","Blood-based inflammatory biomarkers for the prediction of post-operative cognitive decline after surgery","Docket #: S22-302","Published Application: WO2024064892","https://techfinder.stanford.edu/technology/blood-based-inflammatory-biomarkers-prediction-post-operative-cognitive-decline-after","Stanford scientists develop a method for assessing patient risk of developing postsurgical neurocognitive complications using a combination of biomarkers. This method will ensure improved interventions and treatment outcomes.\nPostoperative cognitive decline (POCD), defined as cognitive impairment arising after surgery, is a common clinical problem that occurs in 10-54% of patients within the first few weeks following surgery and can persist for several months and years. POCD affects patients of all ages but is more common in older people. A recent study reported that 28.5% of people over 60 develop POCD upon discharge. Predicting the risk of developing POCD would improve interventions and patient care.\nTherefore, Stanford researchers developed a method that assesses patient risk for POCD after surgery that involves:\n1. Quantifying protein activity of multiple immune cell subsets in peripheral blood using fluorescence flow or mass cytometry.\n2. Quantifying plasma proteins using an antibody-based or aptamer-based technology.\n3. Integrating immune cell and proteomic features with patients demographic, medical history, and cognitive data using a multivariate machine learning method.\n4. Calculating a surgical complication risk score for the prediction of postoperative neurocognitive disorder.\nWith this novel approach, the current burden of POCD can be reduced.\nStage of Development\nProof of concept\n\nApplications: Pre-surgery, in vitro diagnostic testing for POCD susceptibility for any patient undergoing elective surgery..\n\nAdvantages: It is the only test of its kind..","**Summary:** Stanford scientists have developed a method to assess the risk of postoperative cognitive decline (POCD) using a combination of blood-based inflammatory biomarkers. This method quantifies protein activity of immune cell subsets and plasma proteins, integrating these biomarkers with patient demographics, medical history, and cognitive data via multivariate machine learning techniques. POCD, which can affect 10-54% of surgical patients, particularly those over 60, is characterized by cognitive impairment following surgery. By predicting the risk of POCD, the developed method aims to enhance interventions and improve treatment outcomes, thereby addressing a significant clinical issue.

**Applications:** The technology is intended for use as an in vitro diagnostic test prior to surgery to identify patients at risk for developing POCD.

**Problem Solved:** The method addresses the challenge of predicting postoperative cognitive decline, which affects a substantial proportion of surgical patients, thereby enabling better patient care and targeted interventions to mitigate cognitive impairment risks.","Stanford scientists have developed a method that uses a combination of blood-based inflammatory biomarkers to assess patient risk for developing postoperative cognitive decline (POCD), which affects 10-54% of patients after surgery. This approach aims to improve interventions and treatment outcomes for those at risk."
"Stanford University","Generation of neural organizer organoids and midline assembloids from human pluripotent stem cells","Docket #: S21-232","Published Application: WO2023137200","https://techfinder.stanford.edu/technology/generation-neural-organizer-organoids-and-midline-assembloids-human-pluripotent-stem","Stanford inventors have developed a method of using human induced pluripotent stem (hiPS) cells to generate three-dimensional neural floorplate organizers that are functionally active and capable of choreographing midline brain development. These floorplate organoids can be fused with spinal cord organoids to form midline assemboids to induce specific cell fate and cell-cell interactions at the interface.\nOrganizer cell populations are crucial to neurodevelopment as they control spatial patterning and neural connectivity by establishing signaling gradients of guidance molecules. Disruptions in organizer cell type function can lead to neuropsychiatric disorders. Due to the lack of access to neural tissues, the investigation of human organizers is limited. Currently, there is no in vitro generated three-dimensional floorplate organoid described to date.\nThis first-time generation of functional neural organizers from hiPS cells brings new opportunities in biological investigation of human organizers and neurodevelopment. This powerful platform can be used to model human neurodevelopment, study human neurodevelopment related genetic disorders, identify toxic molecules that affect brain development, and screen for therapeutics for neural defects.\nStage of development \nProof of concept\n\nApplications: Model human neurodevelopment, Study genetic disorders of neurodevelopment, Identify toxic molecules that disrupt neurodevelopment, Screen for therapeutics.\n\nAdvantages: Novel.","**Summary:** Stanford inventors have developed a method to use human induced pluripotent stem (hiPS) cells for generating three-dimensional neural floorplate organizers that actively contribute to midline brain development. These functional organoids can be combined with spinal cord organoids to create midline assemboids, facilitating cell fate determination and interactions in the developing brain. The technology addresses a significant gap in neural tissue research by providing a means to study human organizers, which are vital for neurodevelopment and are often implicated in neuropsychiatric disorders. This generation of functional neural organizers is a groundbreaking advancement, allowing for new investigations into human neurodevelopment and related disorders.

**Applications:** This technology can be used to model human neurodevelopment, study genetic disorders associated with neurodevelopment, identify toxic substances that adversely affect brain development, and screen for potential therapeutics targeting neural defects.

**Problem Solved:** The method addresses the limitations in studying human organizer cell types due to a lack of access to actual neural tissues, thereby facilitating better understanding and investigation of neurodevelopment and associated disorders.","Stanford inventors have developed a method to generate three-dimensional neural floorplate organizers from human induced pluripotent stem cells, which are functionally active in midline brain development. These floorplate organoids can be fused with spinal cord organoids to create midline assembloids, facilitating specific cell fate and cell-cell interactions."
"Stanford University","Activating skeletal stem cells to induce cartilage regeneration in osteoarthritis","Docket #: S19-076","Published Application: WO2021222298, Published Application: 20230158111","https://techfinder.stanford.edu/technology/activating-skeletal-stem-cells-induce-cartilage-regeneration-osteoarthritis","Stanford scientists have developed an innovative microfracture surgery method that significantly enhances cartilage repair. By combining this surgery technique with targeted delivery of specific growth factors (e.g. BMP2 and VEGFR1) to the site of tissue degeneration, they were able to stimulate skeletal stem cells to regenerate cartilage. This process involves both mechanical stimulation from the surgery and biochemical stimulation from the growth factors to encourage stem cells to transform into cartilage.\nOsteoarthritis is a degenerative disease that results in irreversible and progressive loss of cartilage lining joints and is the most common form of musculoskeletal disorder. Currently, surgeons commonly use the microfracture surgery technique in an attempt to regenerate cartilage in osteoarthritis. But, although the surgery results in 'fibrocartilage' that provides some symptomatic relief, the mechanical properties compared with normal articular cartilage are significantly reduced. Concurrently, BMP2 has been shown to be a potent bone growth factor and inhibition of VEGF signaling has been shown to reduce osteoarthritis progression and fibrosis in vivo. A combination therapy using both mechanical and biochemical stimulation at the site of tissue degeneration can be a powerful approach to treating osteoarthritis.\nConcomitant microfracture surgery and delivery of BMP2 and VEGFR1 results in robust and stable regeneration of cartilage in models of osteoarthritis. Importantly, these findings were validated in both mouse and human tissues using pure, functionally defined skeletal stem cells. Consequently, growth-factor-enhanced microfracture surgery can serve as a first-in-class treatment for patients suffering from osteoarthritis.\nStage of Development:\nPreclinical – in vivo (xenograft) data\n\nApplications: Treatment of osetoarthritis and focal chondral defects in joints, Cartilage formation in the craniofacial skeleton.\n\nAdvantages: Cell-specific mechanism, Robust and stable cartilage formation, Reduction in fibrosis.","**Summary:** Stanford scientists have developed a novel microfracture surgery method that significantly improves cartilage repair in osteoarthritis by combining mechanical stimulation from the surgery with targeted delivery of specific growth factors, such as BMP2 and VEGFR1. This approach effectively activates skeletal stem cells, promoting their transformation into cartilage and enhancing the overall regeneration process. The technique addresses the limitations of standard microfracture surgery, which typically produces inferior fibrocartilage with reduced mechanical properties compared to healthy articular cartilage.

**Applications:** This technology can be applied in the treatment of osteoarthritis, a prevalent degenerative disease leading to cartilage degradation in joints. By utilizing this enhanced surgical intervention, it aims to achieve better outcomes in cartilage repair, potentially improving joint function and reducing pain for patients suffering from musculoskeletal disorders.

**Problem Solved:** The innovative combination of microfracture surgery and growth factor delivery addresses the inadequacies of traditional cartilage repair methods, which often result in inadequate fibrocartilage. By ensuring a more robust and stable regeneration of cartilage, the approach helps mitigate the irreversible damage caused by osteoarthritis and may improve the quality of life for affected individuals.","Stanford scientists have created a novel microfracture surgery method that improves cartilage repair by combining it with targeted delivery of specific growth factors, such as BMP2 and VEGFR1. This approach stimulates skeletal stem cells at the site of tissue degeneration to regenerate cartilage through both mechanical and biochemical stimulation."
"Stanford University","Quantification of Antigen Molecules Without Calibrators Using Dynamic Flow Cytometry","Docket #: S15-009","Published Application: 20160238597, Issued: 10,379,118 (USA)","https://techfinder.stanford.edu/technology/quantification-antigen-molecules-without-calibrators-using-dynamic-flow-cytometry","Researchers in the Herzenberg laboratory at Stanford University have patented a method to quantify antigens during flow cytometry without the use of calibrators. Traditional methods for estimating the number of antigens on a cell are based on the detection of target antigens bound with fluorescently labeled antibodies. A calibration procedure is then used to convert the intensity of the fluorescence signal to the number of target antigens. Current commercial calibration methods are limited. Results can vary based on the choice of calibrator, fluorochrome conjugates and sample handling. In addition, these methods are not applicable to labeling with lower affinity antibodies or labeling under non-equilibrium conditions. To overcome these limitations the inventors developed this method for antigen quantification which, instead of using a static calibration system, quantifies the antigen molecules per cell by determining the binding rate constant for each antibody-antigen reaction. This method can be applied to both low and high affinity antibodies, under saturating and non-saturating conditions independent of the conjugated fluorochrome.\nStage of Development\nProof of Concept: The inventors demonstrated the applicability of this method by quantifying the CD8α antigen concentration on human T cells.\n\nApplications: Quantitative flow cytometry analysis, including use in:\n\nImmunology\nClinical diagnostics, Immunology, Clinical diagnostics.\n\nAdvantages: Does not require calibrators- approach is independent of specially prepared calibration beads, antibody regents and dyes, Can be applied to both high and low affinity antibodies, Can be used under both saturating and non-saturating conditions, Allows comparison across flow cytometry instruments and experiments.","**Summary:** Researchers at Stanford University have developed a patented method for quantifying antigens without the need for calibration in flow cytometry. Traditional procedures for estimating antigen levels rely on fluorescently labeled antibodies and require calibration to translate fluorescence intensity into actual antigen counts. These traditional methods face limitations stemming from variability in calibrator selection, fluorochrome conjugates, and sample handling, which can affect accuracy. The newly developed method addresses these challenges by quantifying antigen molecules based on the binding rate constant of antibody-antigen reactions, allowing for accurate quantification regardless of antibody affinity, labeling conditions, or fluorochrome used. Proof of concept has been established through quantifying the CD8α antigen on human T cells.

**Applications:** This method can be utilized in quantitative flow cytometry analysis, particularly in immunology and clinical diagnostics.

**Problem Solved:** The technology resolves the issues associated with traditional calibration-dependent methods by enabling accurate antigen quantification without variabilities introduced by calibrators, allowing for greater flexibility in the use of antibodies and labeling techniques.","Researchers at the Herzenberg laboratory at Stanford University have developed a patented method to quantify antigens during flow cytometry without using calibrators. This new approach addresses the limitations of traditional methods, which rely on calibration procedures to convert fluorescence intensity to the number of target antigens."
"Stanford University","Direct Detection of T cell Mediated Immune Responses Using Peptide MHCs (pMHCs) Displayed on Multimeric Protein Scaffolds","Docket #: S20-371","Published Application: WO2022133347, Published Application: 20240076356","https://techfinder.stanford.edu/technology/direct-detection-t-cell-mediated-immune-responses-using-peptide-mhcs-pmhcs-displayed","The recognition of peptide-MHC (pMHC) complexes by T cells is the cornerstone of cellular immunity, enabling the elimination of infected or tumoral cells. pMHC can thus be leveraged as a detection tool for T cells. The molecule naturally exists in a monomeric form, which impedes easy detection of T cells due to their weak equilibrium dissociation with the lymphocyte. To overcome this limitation, inventors at Stanford have developed a flexible pMHC display system on a self-assembling protein scaffold. Termed a spheromer, the platform has high compatibility with currently available pMHC molecules and streptavidin reagents that are routinely used for T cell analysis. Due to its increased specificity and sensitivity, the pMHC-spheromer platform overcomes the current limitations of existing T cell detection platforms. The platform is a valuable tool that can be used for the detection, isolation, and activation of antigen-specific T cells, enabling the successful tracking and modulation of the adaptive immune response.\nStage of Development – Research in vitro\n\nApplications: Detection and quantitation of disease-relevant T-cells, Disease tracking, such as immunity in vaccinated individuals, Induction of antigen-specific immunological tolerance to treat autoimmune conditions.\n\nAdvantages: Greater detection efficiency than any commonly used pMHC multimer reagents, Customizable system enabling addition of co-stimulator molecules, Modulation of anti-tumor/anti-viral immunity by inducing antigen-specific responses.","**Summary:** The technology involves a novel platform for detecting T cells through the use of peptide-MHC (pMHC) complexes displayed on a flexible protein scaffold known as a spheromer. This advancement addresses the challenge of the monomeric form of pMHC complexes, which presents difficulties in T cell detection due to weak interactions. The spheromer offers enhanced specificity and sensitivity, making it a superior alternative to existing T cell detection methods. This platform is designed for research applications and facilitates the detection, isolation, and activation of antigen-specific T cells, which is critical for tracking and modulating immune responses.

**Applications:** This technology can be used for the detection and quantification of disease-relevant T cells, tracking immune responses, particularly in vaccinated individuals, and inducing antigen-specific immunological tolerance for the treatment of autoimmune conditions.

**Problem Solved:** The technology resolves the issue of inefficient T cell detection inherent in traditional pMHC monomers by providing a flexible, multimeric display system that allows for enhanced binding and interaction with T cells, leading to greater efficacy in immune response monitoring and modulation.","T cells recognize peptide-MHC (pMHC) complexes, which is essential for cellular immunity and the elimination of infected or tumoral cells. Researchers at Stanford have developed a flexible pMHC display system on a self-assembling protein scaffold to enhance the detection of T cells, addressing the limitations of the monomeric form that hinders effective detection."
"Stanford University","Muscle-specific Base Editor Enables Correction of Pathogenic Mutations in vivo for Dilated Cardiomyopathy","Docket #: S22-455","Published Application: WO2024102811","https://techfinder.stanford.edu/technology/muscle-specific-base-editor-enables-correction-pathogenic-mutations-vivo-dilated","Stanford researchers have developed novel technology that combines AAVMYO, a muscle cell targeting viral vector, with CRISPR base editors to achieve targeted gene repair, showcasing over 70% correction of hereditary mutations in cardiomyocytes. The approach demonstrates significant promise in treating dilated cardiomyopathy, offering a potential cure for a condition with limited therapeutic options.\nDilated cardiomyopathy presents a significant challenge due to its prevalence and lack of effective treatments, making heart transplantation the only current option. Although there are heritable mutations, amenable to CRISPR-based gene therapy, challenges related to delivery of the editing complex and off-target concerns hamper the broad applicability of CRISPR agents in the heart. Stanford researchers have developed a solution by utilizing AAVMYO for precise delivery to heart muscle tissue and CRISPR base editors to correct heritable mutations in the Rbm20 gene. The technology achieves a remarkable repair rate, and has demonstrated efficacy in restoring normal cardiac function in mouse models.\nStage of Development\nIn vivo: researchers have repaired >70% of cardiomyocytes in two Rbm20 knock-in mouse models. Three months after injection, cardiac dilation and ejection fraction reach wild-type levels. Single-nuclei RNA sequencing uncovers restoration of the transcriptional profile across all major cardiac cell types and whole-genome sequencing reveals no evidence for aberrant off-target editing.\n\nApplications: Hereditary dilated cardiomyopathy, Gene repair for various hereditary cardiac diseases.\n\nAdvantages: First therapy that could completely cure patients with monogenic, pathogenic DCM variants, Precise targeting enhances specificity for heart muscle tissue, Minimal off-target effects, Twice as effective as AAV9 (gold standard).","**Summary:** Stanford researchers have developed a novel approach that utilizes a muscle cell targeting viral vector, AAVMYO, in conjunction with CRISPR base editors to effectively repair pathogenic mutations in cardiomyocytes. This technique has achieved over 70% correction of hereditary mutations linked to dilated cardiomyopathy, potentially providing a treatment solution for a condition typically considered challenging due to limited therapeutic options. The technology has demonstrated significant efficacy in restoring normal cardiac function in mouse models, achieving normalization of cardiac dilation and ejection fraction levels comparable to wild-type mice three months post-treatment.

**Applications:** The technology can be applied for the treatment of dilated cardiomyopathy, particularly for patients with hereditary mutations in genes such as Rbm20. Its targeted approach addresses previous challenges faced in gene therapy, including the precision of delivery to cardiac muscle tissue.

**Problem Solved:** The approach effectively addresses the significant challenge of treating dilated cardiomyopathy, which previously had no effective treatments beyond heart transplantation. By utilizing targeted gene repair through innovative delivery and editing methods, this technology offers a potential cure for genetic forms of the disease.","Stanford researchers have developed a technology that combines a muscle cell targeting viral vector, AAVMYO, with CRISPR base editors, achieving over 70% correction of hereditary mutations in cardiomyocytes. This approach shows promise for treating dilated cardiomyopathy, a condition with limited therapeutic options."
"Stanford University","Synergistic Enhancement of Cancer Treatments: Converging Anti-CD47 and CAR T Cell Therapies","Docket #: S22-159","Published Application: WO2024159160","https://techfinder.stanford.edu/technology/synergistic-enhancement-cancer-treatments-converging-anti-cd47-and-car-t-cell-therapies","Researchers at Stanford, led by Prof. Crystal Mackall and Prof. Jennifer R Cochran, have developed a unique approach to cancer treatment by tackling both the innate and adaptive immune systems.\nAdoptive T-cell therapies and agents that block the CD47/SIRPα axis, which potentiate the antitumor properties of the adaptive and innate immune systems respectively, are two types of promising antitumor immunotherapeutics. When the researchers tried to combine them with the hope to enhance antitumor activity, they observed macrophage-mediated clearance of the adoptive T cells because the anti-CD47 agent also recognized the CD47 marker on these T cells.\nTo overcome this challenge, these researchers engineered a variant of CD47 that allows retained """"don't eat me"""" signals on T-cells but ablates the therapeutic CD47 antibody binding. CAR-T or TCR-T cells expressing this CD47 variant were resistant to clearance by macrophages when combined with anti-CD47 antibody and resulted in synergistic enhancement in antitumor efficacy. By allowing for the combination of these two different immunotherapies, this work provides a path to immunotherapy that takes advantage of the immune system to deliver superior tumor-type agnostic control.\nStage of Development \nResearch: in vivo\nRelated Technology:\nS21-084: Methods to improve CAR T cell efficacy and safety by modulating mediators of phagocytosis\n\nApplications: Tumor agnostic immunotherapies, Combining anti-CD47 therapy with CAR T or TCR T cell therapies.\n\nAdvantages: Superior efficacy to existing treatments, Allows targeting of solid tumors, Combines innate and adaptive immune responses in cancer therapies, removing pathways of tumor resistance.","**Summary:** Researchers at Stanford, under the guidance of Prof. Crystal Mackall and Prof. Jennifer R Cochran, have developed a novel cancer treatment strategy that simultaneously engages the innate and adaptive immune systems. By combining adoptive T-cell therapies with agents that block the CD47/SIRPα axis, they aimed to enhance the anti-tumor effects of both immune systems. However, initial attempts were hindered by macrophage-mediated clearance of the adoptive T cells due to recognition of the CD47 marker. The researchers addressed this issue by engineering a variant of CD47 that allows T cells to retain ""don't eat me"" signals while preventing the therapeutic CD47 antibody from binding, resulting in resistance to macrophage clearance. This innovative approach has shown to synergistically improve antitumor efficacy while enabling the combination of two different immunotherapies, facilitating tumor-type agnostic immune responses. The technology is currently in the in vivo research stage.

**Applications:** The technology can be applied to tumor-agnostic immunotherapies and the combination of anti-CD47 therapy with CAR T or TCR T cell therapies.

**Problem Solved:** The developed approach overcomes the challenge of macrophage-mediated clearance of adoptive T cells in combination with anti-CD47 therapies, thereby enhancing the efficacy of cancer treatments by allowing for effective engagement of both the innate and adaptive immune systems.","Researchers at Stanford, led by Prof. Crystal Mackall and Prof. Jennifer R Cochran, are exploring a novel cancer treatment approach that targets both the innate and adaptive immune systems by combining adoptive T-cell therapies with agents that block the CD47/SIRPα axis. This strategy aims to enhance the antitumor effects of both immune responses."
"Stanford University","Programmed Death Ligand-1 was Effective in Preserving Heart Function in a Myocardial Ischemia Model","Docket #: S23-123","","https://techfinder.stanford.edu/technology/programmed-death-ligand-1-was-effective-preserving-heart-function-myocardial-ischemia","Patients who experience heart attacks often have immediate ischemia and cell death, which causes a decrease in cardiac function, contributing to higher mortality and morbidity. Currently, there is no minimally-invasive deliverable therapeutic that could be administered to stop or reverse the adverse effects of myocardial ischemia, much less the associated immune response that results in further deterioration of cardiac function and reverse remodeling of the ventricles.\nThe Woo and Lim labs at Stanford have invented a method that leverages inhibitory immune checkpoint expressions to reduce collateral damage caused by myocardial infarctions. The invention utilizes programmed death ligand-1 (PD-L1) to protect against autoimmunity from immune cells. When PD-L1 was delivered immediately intramyocardially following a heart attack in a rodent model, the left ventricular ejection fraction was significantly improved compared to control animals who did not receive PD-L1 treatment. PD-L1 when delivered systemically was found to have similar beneficial impact on heart function. Regardless of the dose and delivery route, the method significantly reduced left ventricular infarction size compared to controls without treatment. This invention has the potential to be a valuable tool to preserving cardiac function and significantly enhancing patient outcomes.\n\nApplications: Therapeutic, especially for cardiology, Autoimmunity, Cell signaling research tool.\n\nAdvantages: There is currently no effective therapeutics that can be delivered via a minimally invasive method to preserve cardiac function following myocardial infarctions, Easily delivered to patients, Effective at varying doses and delivery routes.","**Summary:** The invention developed by the Woo and Lim labs at Stanford addresses the critical problem of myocardial ischemia and subsequent cell death following heart attacks, which leads to decreased cardiac function and increased patient morbidity and mortality. This method utilizes programmed death ligand-1 (PD-L1) to mitigate the adverse immune response that exacerbates heart damage. In a rodent model, the administration of PD-L1 via intramyocardial and systemic routes immediately after a heart attack resulted in a significant improvement in left ventricular ejection fraction and a reduction in left ventricular infarction size compared to control groups. This indicates that PD-L1 could effectively preserve heart function and improve patient outcomes in the event of ischemic episodes.

**Applications:** The technology is applicable primarily as a therapeutic solution in cardiology, as well as in the field of autoimmunity and as a research tool for cell signaling.

**Problem Solved:** The invention provides a minimally-invasive therapeutic approach to halt or reverse the harmful effects of myocardial ischemia and the associated immune response, which contributes to cardiac dysfunction and worsens patient recovery after heart attacks.","Programmed Death Ligand-1 was found to be effective in preserving heart function in a myocardial ischemia model, addressing the immediate ischemia and cell death that typically occurs after heart attacks. This research highlights the lack of minimally-invasive therapies currently available to mitigate the adverse effects of myocardial ischemia and the associated immune response."
"Stanford University","Automated generation of computed tomography (CT) perfusion parametric maps","Docket #: S21-255","Published Application: WO2023081917","https://techfinder.stanford.edu/technology/automated-generation-computed-tomography-ct-perfusion-parametric-maps","Researchers at Stanford have developed a computational system to robustly generate quantitative perfusion parametric maps automatically from computed tomography (CT) or magnetic resonance (MR) perfusion images. Current methods by manually or automatically selecting regions of images lead to high-variance or noisy perfusion maps that may be unreliable for detecting abnormal blood flow in the brain. The invention enables reliable automated generation of perfusion maps, using a supervised deep learning algorithm, that takes 3D CT perfusion images as an input and returns time-resolved perfusion maps. The invention is comprised of a neural net trained to reduce image artifacts, deep learning of temporal information embedded in the images, and deep learning of spatial distribution of image features. The inventors show that their algorithm predicts properties of brain tissues from CT perfusion data with similar performance comparable to conventional automated methods.\nStage of Development \nThe authors demonstrate that the invention generated examples of perfusion maps with similar performance when compared to FDA imaging software conventionally used in landmark clinical trials.\n\nApplications: Image analysis of CT or magnetic resonance (MR) perfusion images for the detection of:, Cerebrovascular disorders: stroke, vascular malformations, Hypo-perfusion disorders: post-radiation necrosis, Hyper-perfusion disorders: brain tumor or metastases, inflammation, infection, Detecting changes in the brain associated with seizure.\n\nAdvantages: Decreases variations in perfusion parametric maps generated from manual inspection, Region-selection process is more reliable than current automated approaches, Adaptable to any hardware or software, including real-time processes, Requires fewer CT image samples, decreasing patient exposure to radiation, Cheaper than conventionally used software.","**Summary:** Researchers at Stanford have developed a computational system that automatically generates quantitative perfusion parametric maps from computed tomography (CT) or magnetic resonance (MR) perfusion images. This system utilizes a supervised deep learning algorithm, which processes 3D CT perfusion images to produce time-resolved perfusion maps while minimizing image artifacts and leveraging both temporal and spatial information. The performance of these automated maps is comparable to conventional methods used in clinical trials, addressing issues of high variance and noise in current manual methods.

**Applications:** The technology is applicable in the analysis of CT or MR perfusion images for detecting cerebrovascular disorders such as stroke and vascular malformations, hypo-perfusion conditions like post-radiation necrosis, and hyper-perfusion disorders including brain tumors, metastases, inflammation, and infection.

**Problem Solved:** The invention addresses the unreliability of existing perfusion mapping methods caused by high-variance and noisy results from manual or poorly automated image region selection, thereby providing a robust and accurate means of detecting abnormal blood flow in the brain.","Researchers at Stanford have created a computational system that automatically generates quantitative perfusion parametric maps from CT or MR perfusion images. This method addresses the issues of high variance and noise in current perfusion mapping techniques, resulting in more reliable detection of abnormal brain blood flow."
"Stanford University","A multiplexed RNA regulation platform for primary immune cell engineering","Docket #: S22-235","Published Application: WO2024044672","https://techfinder.stanford.edu/technology/multiplexed-rna-regulation-platform-primary-immune-cell-engineering","To overcome current gene editing safety, efficacy, and scope limitations, Stanford researchers in the Mackall Lab and Stanley Qi Lab developed MEGA (Multiplexed Effector Guide Arrays), a versatile and multifunctional platform for programmable and scalable regulation of the T cell transcriptome using RNA-guided, RNA-targeting activity of CRISPR/Cas13d, and successfully enhanced the anti-tumor activity of CAR T cells (see figure 1). MEGA uses molecular scissors to cut RNA, not DNA, to activate reversible changes to gene expression in T cells with expected lower genotoxicity and chromosomal rearrangements compared to CRISPR/Cas9. MEGA is quantitative, tunable, and regulatable without binary changes to genome. It acts quickly and downstream of chromatin remodeling. Researchers demonstrated they could make 10 edits at once to human T cells, compared to 3 with Cas9. MEGA is a safer, more effective, more versatile, and reliable addition to the synthetic immunology toolkit, with many applications in cancer immunotherapy and research.\nFigure\nFigure Description: Multiplexed Effector Guide Arrays (MEGA) for transcriptomic engineering in T cells. (Image courtesy the Mackall and Qi Labs)\nStage of Development\nResearch - In Vivo: Stanford researchers continue in vivo work to verify the safety and efficacy of the technology, and to enhance anti-tumor activity of CAR T cells.\n\nApplications: Cancer immunotherapy treatments and research, Combinatorial CRISPR screening.\n\nAdvantages: Safer, more effective, more versatile, and reliable than CRISPR/Cas9:, Expected lower genotoxicity and chromosomal rearrangements compared to Cas9 induced double-strand breaks., High editing efficiency and low off-target effects., Reversible knockouts or base editing., Quantitative, tunable, and regulatable without binary changes to genome., Acts quickly and downstream of chromatin remodeling, so chromatin remodeling is unaffected., Compact CRISPR/Cas13d effector is easily expressed in T cells., Robust multiplexed knockdown in single cells due to the guide array processing ability of Cas13d., MEGA can repress 10 genes simultaneously (compared to 3 with Cas9)., Flexible and unconstrained targeting of arbitrary RNA sequences as Cas13d does not require PAM sequences., Sophisticated guide design tools exist for Cas13d gene knockdown..","**Summary:** Stanford researchers from the Mackall Lab and Stanley Qi Lab developed a novel platform for the programmable and scalable regulation of T cell transcriptomes, utilizing RNA-guided, RNA-targeting activity of CRISPR/Cas13d. This platform, known as MEGA, allows for multiple RNA edits simultaneously, significantly enhancing the anti-tumor activity of CAR T cells while minimizing genotoxicity and chromosomal rearrangements compared to traditional CRISPR/Cas9 methods. MEGA's design facilitates quick and tunable modifications to gene expression without making permanent changes to the genome, thus enhancing its safety and versatility in synthetic immunology applications.

**Applications:** The technology is applicable in cancer immunotherapy treatments and research, as well as in combinatorial CRISPR screening.

**Problem Solved:** The platform addresses limitations in current gene editing technologies concerning safety, efficacy, and scope, offering a more reliable approach to engineering primary immune cells and improving the therapeutic potential of CAR T cells in cancer treatment.","Stanford researchers developed MEGA (Multiplexed Effector Guide Arrays), a platform utilizing RNA-guided, RNA-targeting CRISPR/Cas13d technology for programmable regulation of T cell transcriptomes. This approach successfully enhanced the anti-tumor activity of CAR T cells by employing molecular scissors to cut RNA rather than DNA."
"Stanford University","Disease Breathalyzer","Docket #: S22-096","","https://techfinder.stanford.edu/technology/disease-breathalyzer","Stanford BIODESIGN researchers have developed a disease breathalyzer for detecting necrotizing enterocolitis in newborns. Newborn babies face a high risk of blood infections (sepsis) and gastrointestinal inflammation and injury disease (necrotizing enterocolitis 'NEC'). NEC affects 1 of 1000 premature infants with mortality rates up to 50%. Currently there is no early detection method available. The BIODESGIN NEC breath analyzer will facilitate treatment and save up to ten thousand or more lives each year through early detection. The device may be adapted to detect sepsis, a deadly late-stage infection.\nThe device consists of four key components - breath collection, gas analysis , data processing algorithm, and a data readout. (See Schematic.) Breath is collected via main stream (sensor embedded in tubing) or side stream (breath carried to sensors in an external box). Electrochemical sensors, infrared spectroscopy, etc. analyzes exhaled CO2, H2, CH4, and H2S gases. The algorithm relates the gas measurements and in future iterations will integrate additional medical data such as gestational age. Bedside patient monitoring will be available on the data readout screen.\nSchematic - Neonatal Breath Analyzer\nImage courtesy of Stanford BIODESIGN\nStage of Development – Proof of Concept\nA clinical study is underway using a decentralized analysis instrument (in lab gas chromatography). The next stage of development will be bedside analysis. BIODESGIN researchers are running a prospective clinical study to confirm the biomarkers, after which they will develop a continuous monitoring prototype. The fully functional prototype will be used for a follow-on study including feasibility for sepsis detection. If feasible, clinical study use will expand to monitoring of inpatient pediatric and adult patients.\n\nApplications: Bedside neonatal ICU patient necrotizing enterocolitis disease detection and monitoring., Potentially, inpatient pediatric and adult sepsis detection..\n\nAdvantages: Life-saving, first in class, early detection of necrotizing enterocolitis - there are currently no detection methods or identified biomarkers for NEC..","**Summary:** Researchers at Stanford BIODESIGN have created a breathalyzer capable of detecting necrotizing enterocolitis (NEC) in newborns, a condition that severely affects premature infants and has high mortality rates. This device facilitates early detection of NEC and has the potential to save thousands of lives annually, as current methods for early detection are not available. The breathalyzer comprises four main components: breath collection, gas analysis, data processing algorithms, and a data readout. It analyzes components of exhaled gas, such as CO2, H2, CH4, and H2S, using various technologies including electrochemical sensors and infrared spectroscopy. Clinical trials are ongoing, and future developments aim to enable bedside analysis.

**Applications:** The primary application of this technology is in the early detection of necrotizing enterocolitis in newborns, particularly in premature infants. Additionally, the device may be adapted for the detection of sepsis, a critical condition often associated with late-stage infections.

**Problem Solved:** The technology addresses the urgent need for early detection methods for necrotizing enterocolitis in newborns, a condition that poses significant risks of infection and mortality. By providing timely diagnosis, it aims to facilitate prompt treatment and ultimately reduce the high mortality rates associated with NEC and potentially sepsis.","Stanford BIODESIGN researchers have created a breathalyzer to detect necrotizing enterocolitis (NEC) in newborns, a condition that affects 1 in 1,000 premature infants and has mortality rates of up to 50%. This device aims to improve early detection and facilitate treatment, potentially saving thousands of lives."
