university,title,number,patent,link,description
MIT,"Colloidal Hydrogel Particles with tunable Chemistry, Geometry, andFlexibility",Case number: #13461J,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/colloidal-hydrogel-particles-tunable-chemistry,"Techniques are provided to produce and use non-spherical colloidal particles with independently tuned size, shape, flexibility, and chemical properties. A pre-polymer mixture for forming hydrogel particles includes a percentage of PEGDA selected to impart a target stiffness to the particles and includes, a percentage of acrylic acid selected to impart an independent target chemical function to the particles. The mixture also includes a percentage of photo-initiator to polymerize PEGDA upon exposure to a light source to impart an independently selected target size or shape or both to the particles."
MIT,Reformer Enhanced Direct Injection MethanolEngines,Case number: #12864,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/reformer-enhanced-direct-injection-methanol-engines,Turbocharged or supercharged spark ignition engine. The engine includes a source of methanol for direct injection of methanol into the engine and for delivering a portion of the methanol to a reformer for generating a hydrogen-rich gas.
MIT,Velocimetric Sensing and High-Speed Transport Method and Apparatus for Magnetically-Tagged Biological and Chemical Entities Using Magnetic Domain Walls in Lithographically Defined Thin-FilmMagnetic,Case number: #14609,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/velocimetric-sensing-and-high-speed-transport-method,"An apparatus, method and computer-readable medium configured to transport a constituent of fluid sample that binds to a functionalized magnetic particle. The apparatus includes a substrate connected to an input port, a magnetic nanowire, and either a temporally changing magnetic field generator or a spin-polarized current source. The magnetic nanowire is disposed in a surface of the substrate. The width and thickness of the magnetic nanowire are configured so that a domain wall propagating along the nanowire in response to the temporally changing magnetic field continuously couples to a superparamagnetic particle introduced into the input port."
MIT,Absorbing Films Deposited and Patterned with SoftLithography,Case number: #12080,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/absorbing-films-deposited-and-patterned-soft,"Materials can be prepared in a layer-by-layer fashion on a patterned first substrate and subsequently transferred to a second substrate. The transfer step can preserve the pattern of the first substrate, such that the second substrate will bear a pattern of the transferred material. The material can be an electrostatic multilayer including a light absorbing dye, such as a J-aggregating cyanine dye."
MIT,Hardware Synthesis from MulticycleRules,Case number: #13362,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/hardware-synthesis-multicycle-rules,"Enabling scheduling of single cycle as well as scheduling multi-cycle rules in a synchronous digital system whose behavior is governed by an asynchronous system specification (e.g., a TRS) provides a way to allow complex actions at state transitions of the asynchronous system without requiring that the complex actions be synthesized in logic that must be performed in a single clock cycle. For example, a relatively infrequent action may include a critical timing path that determines the maximum clock frequency of the system. By allowing that infrequent action to take multiple clock cycles, even if that action takes more absolute time, other actions may take less absolute time by virtue of being able to operate the synchronous system at a higher clock rate. The overall system may then operate more quickly (e.g., as measured by the average number of rules applied per unit of absolute time)."
MIT,Waveguide Couplers for Hybrid III-V/SiliconWaveguides,Case number: #13658L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/waveguide-couplers-hybrid-iii-vsilicon-waveguides,"A solid state waveguide coupler is provided including a first coupler end disposed on a solid state material substrate for connection to a first solid state waveguide located on the substrate and a second coupler end disposed on the substrate for connection to a second waveguide located on the substrate. A coupling span, comprising a waveguide material layer on the substrate, is disposed between the first and second coupler ends and tapers between a height of the first waveguide and a height of the second waveguide, tapers between a width of the first waveguide and a width of the second waveguide, and includes curved sidewalls along at least a portion of the tapered coupling span. In a method for fabricating the waveguide coupler, material is isotropically removed from a waveguide material layer on the substrate to produce tapered surfaces between the first waveguide and the second waveguide."
MIT,Cross-Talk Suppression Filters for Geiger-Mode AvalanchePhotodiodes,Case number: #13695L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/cross-talk-suppression-filters-geiger-mode-avalanche,"An avalanche photodiode detector is provided with a substrate including an array of avalanche photodiodes. An optical interface surface of the substrate is arranged for accepting external input radiation. There is provided at least one cross-talk blocking layer of material including apertures positioned to allow external input radiation to reach photodiodes and including material regions positioned for attenuating radiation in the substrate that is produced by photodiodes in the array. Alternatively at least one cross-talk blocking layer of material is disposed on the optical interface surface of the substrate to allow external input radiation to reach photodiodes and attenuate radiation in the substrate that is produced by photodiodes in the array. At least one cross-talk filter layer of material can be disposed in the substrate adjacent to the photodiode structures, including a material that absorbs radiation in the substrate that is produced by photodiodes in the array."
MIT,M-Blocks: Modular Angular-Momentum Driven Magnetically ConnectedRobots,Case number: #16230,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/m-blocks-modular-angular-momentum-driven-magnetically,"A modular robotic system that includes a plurality of self-configuring robots. Each self-configuring robot includes a frame structure having a plurality of cylindrical bonding magnets positioned along the edges of the frame structure. The frame structure includes magnetic, non-gendered, hinges on any of the edges of the frame. The hinges provide enough force to maintain a pivot axis through various motions. The cylindrical bonding magnets are free to rotate allowing for multiple self-configurations with other like self-configuring robots. A movement generator is positioned within the frame structure that pivots to generate multi-axis movement allowing both robust self-reconfiguration with the other self-configuring robots and independent locomotion."
MIT,Optical Filters with EngineeredBirefringence,Case number: #16393L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/optical-filters-engineered-birefringence,"An embodiment according to the invention provides an optical filter that combines narrow spectral bandwidth and high rejection of out-of-band radiation with a wide acceptance angle. These filters are based on the nanoscale engineering of materials (“metamaterials”) that possess predefined birefringence determined by a combination of their geometry and material composition. These metamaterials are combined into a functional optical filter that can exhibit true zero crossing, with acceptance angle effectively decoupled from bandwidth, at practically any wavelength of interest."
MIT,Liquid Crystal AlignmentLayer,Case number: #17358LJ,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/liquid-crystal-alignment-layer,"Liquid crystal photonic devices and microcavities filled with liquid crystal materials are becoming increasingly popular. These devices often present a challenge when it comes to creating a robust alignment layer in pre-assembled cells. Previous research on photo-definable alignment layers has shown that they have limited stability, particularly against subsequent light exposure. A method of infusing a dye into a microcavity to produce an effective photo-definable alignment layer is described, along with a method of utilizing a pre-polymer infused into the microcavity mixed with the liquid crystal to provide photostability. In this method, the polymer layer, formed under optical irradiation of liquid crystal cells, is effectively localized to a thin region near the substrate surface and thus provides a significant improvement in the photostability of the liquid crystal alignment. This versatile alignment layer method, which can be used in microcavities to displays, offers significant promise for new photonics applications."
MIT,Time-Interleaved Multi-Modulus FrequencyDivider,Case number: #15474L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/time-interleaved-multi-modulus-frequency-divider,"Described are a multi-modulus frequency divider and event counter that are based on time-interleaved signals generated from a received signal. For the frequency divider, each time-interleaved clock signal generated from a received clock signal is provided to a bit counter and the output signal from each bit counter is provided to a multiplexer. A multiplexer selection module controls over time which one of the output signals from the bit counters is presented at the output of the multiplexer. The transition frequency of the bits in the time-interleaved clock signals allows various circuit components such as the bit counters to be implemented as CMOS components. Thus the frequency divider is more power-efficient than conventional frequency divider circuits operating at high clock frequencies."
MIT,All-Optical Three-Dimensional Compression of Electron Pulses for Ultrafast ElectronImaging,Case number: #17343,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/all-optical-three-dimensional-compression-electron,"Methods and apparatus for modulating a particle pulse include a succession of Hermite-Gaussian optical modes that effectively construct a three-dimensional optical trap in the particle pulse's rest frame. Optical incidence angles between the propagation of the particle pulse and the optical pulse are tuned for improved compression. Particles pulses that can be modulated by these methods and apparatus include charged particles and particles with non-zero polarizability in the Rayleigh regime. Exact solutions to Maxwell's equations for first-order Hermite-Gaussian beams demonstrate single-electron pulse compression factors of more than 100 in both longitudinal and transverse dimensions. The methods and apparatus are useful in ultrafast electron imaging for both single- and multi-electron pulse compression, and as a means of circumventing temporal distortions in magnetic lenses when focusing ultra-short electron pulses."
MIT,Scale-CascadedCoalescence,Case number: #15750L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/scale-cascaded-coalescence,A method for generating a coalesced image includes receiving a plurality of fields for a geographical region. A set of forces is determined for each of the fields by multiplying a gradient of a respective one of the fields with a difference between the respective one of the fields and each of the other fields. A net influence for each field is determined by averaging each of the forces associated with the respective field. A spectral filter is applied to each net influence to generate a respective value of a mode of motion used to deform each field and then displace each field until each field coalesces with each other field.
MIT,Fuse Protected Avalanche PhotodiodeArrays,Case number: #16733L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/fuse-protected-avalanche-photodiode-arrays,There is provided a photodiode array including a semiconducting substrate and a plurality of photodiodes that are disposed at a surface of the substrate. Each photodiode is laterally spaced apart from neighboring photodiodes by a lateral substrate surface region. An optical interface surface of the substrate is arranged for accepting external input radiation. A plurality of electrically conducting fuses are disposed on the substrate surface. Each fuse is connected to a photodiode in the plurality of photodiodes. Each fuse is disposed at a lateral substrate surface region that is spaced apart from neighboring photodiodes in the plurality of photodiodes.
MIT,RF-Input Outphasing Power Amplifier (CIP on caseMIT-14124),Case number: #17318,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/rf-input-outphasing-power-amplifier-cip-case-mit,"A power combining and outphasing system and related techniques for simultaneously providing both wide-bandwidth linear amplification and high average efficiency is described. Providing linear amplification encompasses the ability to dynamically control an RF output power level over a wide range while still operating over a wide frequency bandwidth. The system and techniques described herein also operate to maintain high efficiency across a wide range of output power levels, such that a high average efficiency can be achieved for highly modulated output waveforms."
MIT,Multiway Lossless Power Combining and Outphasing Incorporating Transmission Lines (CIP of MIT case14124),Case number: #15954,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/multiway-lossless-power-combining-and-outphasing,"A power combining and outphasing system and related techniques for simultaneously providing both wide-bandwidth linear amplification and high average efficiency is described. Providing linear amplification encompasses the ability to dynamically control an RF output power level over a wide range while still operating over a wide frequency bandwidth. The system and techniques described herein also operate to maintain high efficiency across a wide range of output power levels, such that a high average efficiency can be achieved for highly modulated output waveforms."
MIT,Method to Improve the Image Quality of Positron Emission Tomography When Using Non-Standard Isotopes Based on TripleCoincidences,Case number: #16135,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/method-improve-image-quality-positron-emission,"A method and system for acquiring a series of medical images includes a plurality of detectors configured to be arranged to acquire gamma rays emitted from a subject as a result of an advanced radionuclide administered to the subject and communicate signals corresponding to acquired gamma rays. A data processing system is configured to receive the signals from the plurality of detectors, determine double coincidence event dataset and a multiple coincidence event dataset, separate the multiple coincidence event dataset into at least one of a standard lines of response dataset and a nonstandard lines of response dataset, and apply a background correction to the double coincidence event dataset based on the non-standard lines of response dataset and/or the standard lines of response dataset to obtain a standard coincidence dataset."
MIT,Printed Circuit Board with Rohacell Hybrid ViaProcess,Case number: #17133L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/printed-circuit-board-rohacell-hybrid-process,"An assembly that includes a printed circuit board and a foam dielectric material, and a method of fabricating the assembly is disclosed. The assembly includes at least one layer of a foam dielectric material, which has properties similar to those of air. This layer of foam dielectric material is disposed between a top sublaminate and a bottom sublaminate. The bottom sublaminate may be a traditional printed circuit board, comprising an arbitrary number of layers. The top sublaminate may be a single layer, or may be multiple layers and may include an antenna. The foam dielectric material serves to provide mechanical support for the top sublaminate and the central conductor. The foam dielectric material also provides physical separation between the bottom sublaminate and the antenna."
MIT,Methods for Microbial Oil Overproduction from CellulosicMaterials,Case number: #15695,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/methods-microbial-oil-overproduction-cellulosic,"The invention relates to engineering microbial cells for utilization of cellulosic materials as a carbon source, including xylose."
MIT,Continuously Variable Topological Manifold for Entrapped FlowControl,Case number: #26044,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/continuously-variable-topological-manifold-entrapped,No description available
MIT,Method to Treat Amblyopia with Inactivation of the AmblyopicEye,Case number: #26119P,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/method-treat-amblyopia-inactivation-amblyopic-eye,No description available
MIT,Hand Exoskeleton System for DataCollection,Case number: #26180,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/hand-exoskeleton-system-data-collection,No description available
MIT,Multistage Absorption and Desorption for Electrochemically Mediated CO2Separations,Case number: #26011,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/multistage-absorption-and-desorption,No description available
MIT,Hybrid Drive Spherical Control MomentGyroscope,Case number: #25144L,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/hybrid-drive-spherical-control-moment-gyroscope,No description available
MIT,Strategy for Installing Hydrophobic Chains Plus Phosphorus Ligands ontoMOFs,Case number: #25160,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/strategy-installing-hydrophobic-chains-plus,No description available
MIT,Expression Constructs for One-Step Construction of Allogeneic CAR-NKCells,Case number: #26118J,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/expression-constructs-one-step-construction,No description available
MIT,Methods for Improving Statistical Power in Genetic Discovery by Incorporating Quality ControlFlags,Case number: #25839P,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/methods-improving-statistical-power-genetic-discovery,No description available
MIT,Meta-Optics IntegratedDisplay,Case number: #26227,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/meta-optics-integrated-display,No description available
MIT,Transformer Stand to SitRobot,Case number: #25883,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/transformer-stand-sit-robot,No description available
MIT,Reprogram the Genome of M13 Phage for Vaccination and ImmunotherapyApplications,Case number: #25169,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/reprogram-genome-m13-phage-vaccination-and,No description available
MIT,Hydrogen from Air: Decentralized Sorption-based Atmospheric Water HydrogenDevice,Case number: #26048,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/hydrogen-air-decentralized-sorption-based-atmospheric,No description available
MIT,"Bioinspired Soft Enteroscopic Robot for Facilitating Locomotion, Steering, and Intervention in the Deep SmallIntestine",Case number: #26029J,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/bioinspired-soft-enteroscopic-robot-facilitating,No description available
MIT,A Mechanical Underwater Soft Adhesion System for Kinetic Biosensing and Intelligent Targeted DrugDelivery,Case number: #26028J,,https://tlo.mit.edu/industry-entrepreneurs/available-technologies/mechanical-underwater-soft-adhesion-system-kinetic,No description available
