university,title,number,patent,link,description
University of Pennsylvania,Non-Invasive Early-Pregnancy Diagnostic for Miscarriage and Ectopic Pregnancy,,,https://upenn.technologypublisher.com/technology/51309,"A diagnostic test to determine both the viability and location of an early pregnancy through a panel of biomarkers.Problem:25% of clinically recognized pregnancies result in miscarriage and 1-2% result in an ectopic pregnancy (EP). The diagnosis can be devastating, and EP can be life-threatening. Up to 33% of pregnant women present with vague abdominal pain or bleeding symptoms in the first trimester and require a pelvic exam, blood tests, and ultrasounds to determine pregnancy status. Even after undergoing such tests, clinicians are unable to determine the status of early pregnancy for up to 40% of women.  Therefore, we need an improved method for detecting miscarriage and EP that is non-invasive and conclusive.Solution:The inventors developed a non-invasive diagnostic test to determine an early pregnancy's viability and location.  The test uses a panel of biomarkers to detect early pregnancy viability, location, or both. Biomarkers have cutoff thresholds to minimize false positives and false negatives. A multi-tiered algorithm maximizes sensitivity and specificity for each metric (viability and location). The results are combined to give a final pregnancy diagnosis.Advantages:Less invasive than the combination of pelvic exams, blood tests, and ultrasounds.Less time-consuming for healthcare professionals and patients.Assesses both miscarriage and ectopic pregnancy in one test.Maximizes accuracy, specificity and sensitivity for each condition.Stage of Development:Proof of ConceptIntellectual Property:PCT PendingReference Media:Bollig et al.J Assist Reprod Genet, 2023 Apr; 40(4): 837.Desired PartnershipsLicenseCo-developmentCase ID:19-8863-tpNCSWeb Published:6/7/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51309"
University of Pennsylvania,"Design Of Artificial Proteins As Ultrafast, Genetically Encoded Electrophysiological Reporters",,,https://upenn.technologypublisher.com/technology/51306,"Problem:Recording neuronal activityin vivousing optical methods can help to distinguish between normal and diseased brains. An ideal electrophysiological sensor would have a customizable structure and mechanism, providing excellent spatial contrast while minimizing background noise. However, current genetically encoded protein-based voltage indicators (GEVIs) face two significant limitations. The first is slow temporal resolution due to structural reorganization during voltage sensing. The second is engineering constraints imposed on natural proteins, as protein engineering can lead to dramatic changes that compromise proper folding and the function of protein machines.Solution:To overcome the limitations of current GEVIs, researchers have proposed a new approach for creating next-generation sensors through rational design using non-biologically derived proteins from first principles. This approach is not limited by the constraints of modifying natural proteins, enabling the optimization of molecular content and biophysical mechanisms to achieve outstanding temporal resolution, sensitivity, and adaptability.Technology:The inventors used maquette technology to design GEVIs. Maquettes are rigid 4-helix bundle proteins that act as custom scaffolds for biological co-factors like fluorophores or redox sensors.  During voltage sensing, the fluorophore within maquette GEVIs provides an ultrafast fluorescence signal change independent of structural reorientation. The physical-chemical properties of GEVIs can be easily tuned by re-engineering the maquette without the risk of protein unfolding, as the starting maquette is stable and robust. Furthermore, this technology can be applied to other physiological reporters by changing the combination of cofactors anchored to the maquette.Advantages:High tolerance to sequence modification, redesign, and tuning of maquette functional propertiesA biosensing platform for different electrophysiological signalsUltrafast response with outstanding temporal resolution and sensitivityExpressable in mammalian cells(A) Transmembrane 4-helix bundle maquette with polar (cyan) and nonpolar regions (gray) using cysteine (yellow) to anchor a field-sensing biliverdin fluorophore (red). (B) Sequences are based on heptad repeats that place polar groups on one face of the helix and nonpolar groups in membrane-spanning regions.Stage of Development:ConceptProof of ConceptIntellectual Property:Issued Patent(s):US11084848B2,WO2017079656A2US Application:US20210340183A1Reference Media:Mancini, J. et al.,J R Soc Interface. 2018 Apr; 15(141): 20180021Desired Partnerships:LicenseCo-developmentCase ID:15-7570-tpNCSWeb Published:6/7/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51306"
University of Pennsylvania,RGD Peptide-Based Lipids For Targeted mRNA Delivery and Gene Editing Applications,,,https://upenn.technologypublisher.com/technology/51219,"A combinatorial library of RGD peptide (arginine-glycine-aspartic acid)-based lipids designed to formulate lipid nanoparticles for targeted mRNA delivery to the liver and the spleen.Problem:Lipid Nanoparticles (LNPs) are becoming an established choice of vehicle to deliver mRNA-based therapeutics, including vaccines, protein replacement therapies, and gene editing therapies. An outstanding challenge remains to deliver the LNP and its mRNA cargo in a site-specific manner. Non-targeted delivery can compromise transfection and genome editing efficiency and result in off-target toxicity.Solution:Mitchell et al., developed a library of RGD-based LNPs whereby the RGD motif serves as a targeting ligand to direct the LNP to cells with cell-surface integrins, opening the potential for cancer cell targeting. The inventors have identified a lead candidate that demonstrates an improved safety profile and transfection efficiency compared to a non-targeted LNP.Technology:The technology comprises a library of novel RGD-based lipids and a method of synthesizing RGD-based LNPs. The assembly process involves addition of the RGD lipid to the conventional four lipid components and subsequent microfluidic mixing with the mRNA cargo.In vitroevaluation of a lead 1A RGD LNP showed significantly improved cell viability, mRNA delivery, and gene editing efficiency compared to a non-targeted LNP. The lead RGD LNP also resulted in greater whole-body expressionin vivoin mice, with selectivity toward the liver and the spleen.Advantages:Efficient mRNA encapsulation (close to 90%)Improved transfection and gene editing efficiencies compared to a non-targeted LNPUp to 90% gene editing efficiency demonstrated in vitroTargeted delivery to the liver and the spleenImproved cell viabilityPotential application in cancer cell targeting(A) Schematic of the assembly process for generating RGD-based LNPs loaded with an mRNA cargo. (B) RGD-based LNPs target cells with cell-surface integrin, allowing for potential tumor targeting. (C-D) The lead 1A RGD LNP demonstrates: (C) Improved transfection efficiencyin vitro; and, (D) Increased whole body expression in micein vivocompared to a non-targeted LNP control. (E) Delivery of 1A RGD LNP predominates in the mouse liver and spleen. (F) Toward gene editing applications, the RGD LNP shows effective co-delivery of Cas9 mRNA and single guide RNA, achieving up to 90% knockout efficiencyin vitroand outperforming a non-targeted LNP control.Stage of Development:Target IdentifiedPreclinical DiscoveryIntellectual Property:US Provisional Application FiledReference Media:Qin, J. et al.,RSC Adv. 2022 Sep 7; 12(39): 25397Desired Partnerships:LicenseCo-DevelopmentCase ID:22-10072-tpNCSWeb Published:6/1/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51219"
University of Pennsylvania,Methods for Cryopreservation of Cells for Improved Commercial Manufacture of NK Cell Therapies,,,https://upenn.technologypublisher.com/technology/51303,"A method that maintains the viability and function of NK cells following cryopreservation, enabling the production, storage, and transportation of therapeutic doses of NK cells to treatment centers.Problem:There is a growing interest in using NK cells as immunotherapies for diseases such as cancer. Making commercially viable NK cell therapies requires large-scale production of NK cells which need to be cryopreserved for storage and transportation to the clinic. However, NK cells do not cryopreserve well; there is a significant loss of cells after cryopreservation, and those that survive are less functional. Poor recovery of NK cells after cryopreservation is a significant barrier to successful commercial development of NK cell therapies.Solution:Pre-treatment of NK cells with the cytokines, interleukin (IL)-15 & 18, under the correct conditions before cryopreservation enables a cryopreserved product of equipotency post thaw without recovery/restimulation in cytokine media.Technology:As cytokines play an essential role in the activation, development, and maturation of NK cells, it was hypothesized that pre-treating NK cells with different cytokines before cryopreservation might help improve NK cell recovery and function. The inventors discovered that NK cells with the pre-treatment of recombinant IL-15 & IL-18 prior to cryopreservation reduced autolysis of the NK cells and pre-treated NK cells maintained their cytotoxicity function post-thaw. In addition to patent rights covering methods of cytokine pre-treatment of NK cells prior to cryopreservation, the technology includes know-how related to cytokine suppliers, concentrations, order of addition and duration of pretreatment.Advantages:•    Enables an equipotent cryopreserved NK product.•    Enables the production, storage, and transportation of therapeutic doses of NK cells to the bedside.•    Leverages commercially-available sources of GMP-grade IL-15 & IL-18.B.Figure caption: (A) A bar graph showing NK cell loss after 24 hours thawing Cryopreserved NK cells. Adding IL-15+IL18 before cryopreservation significantly improved recovery. (B) A bar graph comparing the cytotoxic function of different interleukin-treated NK cells before and after cryopreservation. Cryopreserved NK cells pre-treated with IL-18 maintained their cytotoxicity (at a level comparable to fresh cells). NK cells not treated with cytokines or treated with IL-15 or IL-12 before cryopreservation had decreased cytotoxicity (compared to fresh NK cells).Stage of Development:Proof of ConceptIntellectual Property:Provisional FiledReference Media:Lab webpage -Sheppard LabDesired Partnerships:•    License•    Co-developmentCase ID:22-10107-tpNCSWeb Published:6/7/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51303"
University of Pennsylvania,"Tunable, Caged Molecules For In Vivo and In Situ Transcriptomic Analyses",,,https://upenn.technologypublisher.com/technology/51113,"Compounds are designed to detect and characterize specific RNAs in a cell or sub-cellular compartment using light activation.Problem:Cellular RNAs provide critical information on gene expression and regulation. A variety of methods have been developed to isolate mRNA from target cells to understand gene function; however, these methods lack the ability to effectively detect and compare nucleic acid molecules longitudinally, or among different cells or subcellular compartments. Further, the ability to effectively capture all RNA, not just the mRNA transcripts responsible for protein translation, remains elusive. There is a need for tunable compounds that can be multiplexed to detect the nucleic acid fingerprint of single cells in live and fixed tissue samples in diverse biological contexts.Solution:A “caged” molecule that is activated with near-UV or visible light with single-cell and high spatiotemporal resolution – “caged” molecules are those whose function is blocked until activated by specific stimuli, allowing for tunable activation. The molecule can capture and label RNA of interest in live and fixed tissue for longitudinal transcriptomic detection over time.Technology:Light is often employed as an external stimulus to control biological processes. “Caged” biomolecules that are blocked until activated by specific stimuli are useful for this application. These molecules activate with near-UV or visible light, which introduce few side reactions and allow for convenient modulation with high spatiotemporal resolution. The “caged” molecules described here, transcriptomein vivoanalysis (TIVA) and transcriptomein situanalysis (TISA)-tags, penetrate cells to isolate and label select RNAs through antisense oligonucleotide and ruthenium-based photolinker domains in a targeted manner.Advantages:“Caged” tags that can be activated with near-UV or visible light, introducing few aberrant reactions, and allowing for high-resolution modulation.Stimuli applied and removed noninvasively and directed at a precise time to a specific location with variable intensity, offering fine-tuning.The light stimulus does not interfere with most natural biological processes.The tags can be designed for multiplexed detection of various RNAs of interest or longitudinal detection of RNAs over time.The molecular tags offer single-cell resolution and can be used in fixed or live tissue, broadening their use and application.The molecular tags can capture and label microRNAs, lincRNAs, intron-containing RNAs, hnRNAS, in addition to poly-A+ mRNA and polyA-mRNA.Schematic of the TIVA tag – a multifunctional, caged RNA-capture molecule. The TIVA tag is composed of several functional groups that facilitate cell entry, photoactivation, annealing to target mRNA and transcriptomic analysis. Figure located in Lovatt et al.,Nat. Methods, 2014, 11 – 190Figure 1, page 190.Stage of TechnologyProof of ConceptBench PrototypeIntellectual Property:Issued Patent(s):11,021,502 B2Reference Media:Yang et al.,ChemPhotoChem. 2021 Oct; 5(10): 940Yeldell et al.,ACS Chem Biol. 2020 Oct 16; 15(10): 2714Yeldell et al.,Org Biomol Chem. 2017 Dec 6; 15(47): 10001Griepenburg et al.,Chem Sci. 2015 Apr 1; 6(4): 2342Lovatt et al.,Nat Methods. 2014 Feb; 11(2): 190Desired Partnerships:LicenseCo-developmentCase ID:15-7214-tpNCS-02Web Published:5/18/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51113"
University of Pennsylvania,Cholesterol Analogues Incorporated Into LNPs For Enhanced mRNA Delivery,,,https://upenn.technologypublisher.com/technology/51080,"Hydroxycholesterols are used to formulate lipid nanoparticles (LNPs) for enhanced mRNA delivery into T cells.Problem:In recent times, the delivery of mRNA has become a major focus for therapeutics. Intracellular delivery is the major challenge. Intracellular delivery requires ionizable lipids for mRNA delivery. In addition to this, these constituents of LNPs can affect the potency of the treatment.Solution:This invention demonstrates that cholesterol analogues such as Hydroxycholesterol incorporated into LNPs enhance mRNA delivery into T cells. In addition, an example of incorporating dexamethasone into the LNP formulation is shown to reduce inflammatory responses.Technology:Cholesterol analogues such as Hydroxycholesterol and Dexamethasone which has a structure similar to cholesterol, when incorporated into LNPs enhance the mRNA delivery into cells. The addition of hydroxyl groups to the cholesterol molecule can alter the cholesterol recycling mechanism exhibited by the endosome; and Dexamethasone having anti-inflammatory properties, reduces inflammation in cells which leads to higher expression of the payload mRNA, leading to greater potency of the treatment. A library of 24 LNPs was formulated using 6 X-hydroxycholesterol modifications (7𝛼, 7𝛽, 19, 20, 24, 25). Each of the 6 hydroxycholesterols were substituted in various ratios relative to unmodified cholesterol (12.5%, 25%, 50%, and 100% substitutions).Advantages:Hydroxycholesterol substitutions, particularly in the 7𝛼 position, at substitution ratios of 25% and 50%, demonstrate a statistically significant increase in delivery of mRNA to T cellsThe incorporation of hydroxycholesterols has an impact on the shape of LNPs when observed with TEM, suggesting that morphological changes may contribute to improved mRNA deliverySize, PDI, zeta potential, and encapsulation efficiency did not differ significantly between the particle formulations and S2, indicating that the incorporation of hydroxycholesterols allowed for LNP formationReduced inflammation and potentially fewer side effects with Dexamethasone than conventional LNPs1.5X expression of payload mRNA with Dexamethasone than conventional LNPsEngineering lipid nanoparticles (LNP) with hydroxycholesterol substitution: motivation, design, and synthesis. (A) Schematic of LNP components, formulation, and expected structure. An ethanol phase containing lipid-anchored PEG (polyethylene glycol), cholesterol, X-hydroxycholesterol, DOPE (1,2-Dioleoyl-sn-glycero-3-phosphoethanolamine), and C14–4 ionizable lipid and an aqueous phase containing mRNA are mixed in a microfluidic device to produce LNPs. (B) Diagram of LNP delivery into a T cell and the endosomal trafficking mechanisms involving the Rab family of proteins. Rab5, Rab7, and Rab11 associate with the early, late, and recycling endosomes, respectively. (C) Design of an LNP library incorporating the substitution of various hydroxycholesterols for unmodified cholesterol.Stage of Development:Preclinical DiscoveryIntellectual Property:PCT Application FiledReference Media:Patel et. al.,J. Control Release 2022 Jul; 347: 521Zhang et. al.,J. Biomed Mater Res A. 2022 May; 110(5): 1101Desired Partnerships:LicenseCo-developmentCase ID:22-9845-tpNCSWeb Published:5/16/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51080"
University of Pennsylvania,"Quick, Reversible, Moisture-Activated Adhesive",,,https://upenn.technologypublisher.com/technology/51015,"Activated by water quickly, dry hydrogel film adhesive produces a strong and reversible adhesion.Problem:Adhesives are used in numerous applications in our daily lives. In general, adhesives are either strong but irreversible or weak but reversible. There is a need for stronger and reversible adhesives. One potential solution is a formulation of poly (vinyl alcohol) (PVA) and boric acid (BA), which is capable of high strength and reversible, but so far is limited by long drying time and susceptibility to water solvation.Solution:The current invention is a PVA/BA adhesive formulation that can quickly bond to surfaces with water after it has been prepared dry. This formulation is water-resistant at low volumes, and this resistance can be improved further by the addition of phenylboronic acid (PBA). Adhesion is reversed by rehydration without the addition of PBA.Technology:The present technology is a hydrogel formulation with dynamic covalent bonds using poly (vinyl alcohol) and boric acid. Both components are commercially available. The hydrogel is dried before use and activated with water. Hydration results in a softened surface that makes close contact with the surface. At body temperature, the water quickly evaporates resulting in a strong adhesion to the surface.Advantages:A few seconds to a few minutes to apply or remove, makes this much faster than current technologiesStrong adhesion comparable to current technologiesReversible by waterAdding phenylboronic acid increases water resistance to up to 7 days underwater or in the human bodyPartially hydrated PVA/BA film for instantaneous adhesion. Figure (a) Chemical structures and bond of partially hydrated film; Figure (b) Bonding process between adhesive and wound tissues.Stage of Development:Proof of ConceptIntellectual Property:PCT Patent Application FiledReference Media:Chen, M.et al.,Proc Natl Acad Sci USA 2022 Jul 19; 119(29): e2203074119Desired Partnerships:LicenseCo-development (this replaces collaboration or sponsored research)Case ID:22-9848-tpNCSWeb Published:5/12/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51015"
University of Pennsylvania,Engineered Wasp Venom for Safe and Effective Antibiotics,,,https://upenn.technologypublisher.com/technology/51018,"A method for manipulating wasp venom peptide to maintain antimicrobial properties while reducing human toxicity.Problem:Almost 20% of global deaths (~11 million) are from sepsis, often caused by bacterial infections. 35,000 of these deaths are due to drug-resistant bacteria, which are becoming more prevalent. Drug-resistant bacteria are also dangerous in secondary infections. These drug-resistant infections pose a large threat during global pandemics such as the current COVID-19 pandemic. Therefore, there is a need for new and effective antibiotics. Toxins contained in venom have antibiotic potential, however these venoms are inherently toxic to humans.Solution:Modified wasp venom peptide has potent antibacterial activity while avoiding the toxicity of normal wasp venom. The modified peptide also reduces inflammation while activating an effective immune response to bacterial infection.Technology:The inventors searched a database of antimicrobial peptides to find common peptide sequences for activating the immune system. The peptide sequence attaches to wasp venom peptide. This peptide damages the outer membrane of bacteria, recruits immune cells that fight bacterial infections, and reduces inflammation. Since this peptide is still toxic to certain human cell types, the inventors further refined the added peptide sequence by swapping amino acids. The final modified peptide maintains the antibacterial properties of the initial peptide while eradicating its toxicity.Advantages:Permeabilizes outer membrane of bacteriaIncreases leukocyte recruitment to bacterial infectionDecreases inflammatory markers in response to bacterial infectionTreatment of mouse bacterial infections comparable to current standard-of-care antibiotics5-fold reduction in human cell toxicity with final refined peptideThe wasp venom protein, mast-L (green), modified with the addition of an engineered protein sequence (red), resulting in the mast-MO antibiotic protein. Mast-MO plays dual purposes in fighting bacterial infections. The protein modulates the immune system through neutrophil/leukocyte recruitment and inflammatory marker suppression. Mast-MO also functions as an antimicrobial agent by damaging the outer membrane of bacteria. Figure taken from Figure 5A of Silva ON et al.,Proc Natl Acad Sci USA 2020 Oct 27; 117(43): 26936.Stage of Development:Preclinical DiscoveryIntellectual Property:U.S. Utility Patent FiledReference Media:Torres & de la Fuente,Chem Commun (Camb), 2019, 55(100):15020-15032Torres et al.,J Mol Biol, 2019, 431(18):3547-3567Desired Partnerships:LicenseCo-developmentCase ID:20-9434-tpNCSWeb Published:5/12/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51018"
University of Pennsylvania,A Method to Design 2D Composite Sheets That Transform to 3D Curved Surfaces Having Optimal Mechanical Properties,,,https://upenn.technologypublisher.com/technology/51020,"A method for fabricating stronger 3D curved surfaces by stacking multiple layers of 2D sheets, each having a specified cutting pattern, into one composite materialProblem:Morphing flat sheets into three-dimensional (3D) curved surfaces has recently attracted significant attention in diverse applications such as soft robotics, architectural structures, and biomedical devices. Current approaches to create structures with desired curved surface often relies on soft and stretchable materials or by introduced cuts, which weaken the mechanical properties. More specifically, the ability to achieve high mechanical strength and 3D curvatures has not yet been demonstrated.Solution:This method uses an optimized cutting approach to transform multiple two-dimensional (2D) composite plies into a 3D curved stacked surface. This surface is able to conform to complex shapes of arbitrary curvatures while maintaining lightweight and high mechanical strength.Technology:In traditional approaches, multiple cuts are necessary in order to transform a 2D sheet into a curved surface. However, each cut weakens the overall strength of the structure. This approach calculates pathways to cut and unfold a 3D curved surface from multiple 2D sheets while avoiding overlapping cuts on adjacent layers. This results in a strong, lightweight optimized structure with no self-overlapping.Advantages:Multi-layered structure designed with this approach withstood 40% larger load forces when compared to a randomized cutting schemeCan be used to conform to complicated surfaces without any folds or wrinklesAll existing algorithms on unfolding polyhedral mesh can be easily integrated into this approachThe figure shows various approaches to conforming 2D sheets towards 3D curved surfaces. A) Wrapping a flat sheet results in wrinkles. B) Kirigami patterns can prevent wrinkles but small hinges and uncovered regions limit the strength. C) Computational wrapping algorithm provides full coverage but overlapping cuts weaken the strength of the structure. D) This new approach which avoids cuts overlapping at the same position upon stacking, thus increasing strength. Figure obtained from the paper “Morphing flat sheets to 3D curved surfaces with optimized mechanical performance.”Stage of Development:Bench PrototypeMinimum Viable ProductIntellectual Property:U.S. Utility Application FiledReference Media:Jin, L, et al;Sci Adv 2022 Oct 14; 8(41): eabq3248Desired Partnerships:LicenseCo-developmentCase ID:22-9934-tpNCSWeb Published:5/12/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51020"
University of Pennsylvania,Ultra-Fast Soft Robots That Grasp Objects in 3.75 ms Upon Contact,,,https://upenn.technologypublisher.com/technology/51019,"A class of metacaps with rich nonlinear mechanical behaviors, which addresses the challenges of limited and often slow actuation speeds, complex control systems, and the absence of sensing capabilities associated with soft robots.Problem:Soft Robots have undergone considerable development over the past decades due to their intrinsically compliant body, which enables safe interaction with humans and adaptability to unpredictable environments. Spherical caps have been widely used in the design of rapidly responsive soft robots, but the performance of the robots is restricted by the intrinsic properties of the caps, such as limited and often slow actuation speeds, requirement of complex control systems, and absence of sensing capabilities.Solution:A class of metacaps with rich nonlinear mechanical behaviors, which enable a variety of soft robotic systems with unprecedented functionalities, including a passive gripper with sensing capabilities that enable grasping of objects in 3.75 ms upon contact, a pneumatic actuated gripper with tunable actuation speeds to grasp objects of different mass and rigidity or softness (e.g. a strawberry vs. a plastic sphere), a swimming robot with amplified swimming speeds, and an untethered, electronics free-swimming robot with tunable actuation speeds.Technology:The inventors designed a metacap consisting of an array of ribs on a simple cap such that the bending stiffness of the cap can be fine-tuned locally. The finite element analyses revealed that metacaps showed a more pronounced snap-through behavior, i.e. the ability to turn inside-out due to a pneumatic, hydraulic, electric or magnetic trigger, as compared to other caps, and could achieve another equilibrium state after the occurrence of a snap, so called bistability, in contrast to simple spherical caps.Advantages:Greater energy storage and release than other caps as a result of the snap-through behaviorBistability: Metacap has two stable positions- undeformed and evertedMetacap enabled grippers are capable of grasping objects both passively and rapidly, and gently manipulating soft and delicate objects vs. rigid and strong onesMetacaps can be used to amplify the mechanical responses of other actuators for applications that require a high transient output power(A) Simple spherical caps with uniform thickness and clamped borders are typically monostable and are extremely sensitive to imperfections when the thickness to radius ratio is small, leading to limited energy release upon snapping. (B) Even though increasing the thickness to radius ratio can make the caps more robust, the large thickness would compromise snapping behavior. (C) The inventors designed a metacap by introducing an array of ribs to a simple cap aligned in the circumferential and radial directions, which gives rise to rich nonlinear mechanical properties and enables a variety of soft robotic systems with unprecedented functionalities.Stage of Development:Proof of ConceptIntellectual Property:U.S. Provisional Application FiledReference Media:Yang et. al, 2022, Ultra-fast, programmable, and electronics-free soft robots enabled by snapping metacaps,arXivDesired Partnerships:LicenseCo-developmentCase ID:23-10190-tpNCSWeb Published:5/12/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51019"
University of Pennsylvania,Superstrong and Reversible Hydrogel Adhesives,,,https://upenn.technologypublisher.com/technology/51024,"Ultrastrong hydrogel adhesives that can carry greater than 50kgs of weight and yet can be rendered reversible.Problem:The current limit for the strength of reversible and reworkdable dry adhesives is in the range of 10-100 N/m2. This range is not enough to carry large weights greater than 50kgs.Solution:The current invention reports ultrastrong hydrogel patches made from poly(hydroxyethylmethacrylate) (PHEMA) that exhibit one order of magnitude higher adhesive strength of up to 892 N/m2in the dry state and yet can be rendered reversible by moisturizing the patch with water to release it effortlessly. The hydrogel system can change its elastic modulus from 200kPa (in the wet state) to a few GPa (in the dry state), which helps in “locking” the patch to the target.Technology:This invention was inspired by the epiphragm of snails, that is by the drying of the mucus that helps lock shells to targets. This PHEMA hydrogel system can change its elastic modulus from 200kPa (in the wet state) to GPa (in the dry state). When the wet gel patch is loaded onto the target, the softened gel conforms to the target and make a good contact. Upon drying, its modulus increases significantly while remaining to be conformally contacted with the target such that it gets “locked” to the rough surface, leading to a high pull-off strength of 223N and 1058N with 0.25 cm2and 2 cm2, respectively. When rewet, the patch is softened again, the adhesion stress is released and the patch is peeled off easily.Advantages:The hydrogel system can change its elastic modulus from 200kPa (in the wet state) to a few GPa (in the dry state), which helps in “locking” the patch to the target conformallyProduces a high pull-off strength of 223N and 1058N with patch area of 0.25 cm2and 2 cm2, respectivelyWhen rewet, the patch is softened, the adhesion stress is released and the patch is peeled off easily, hence is reversibleUltrastrong patches that exhibit one order of magnitude higher adhesive strength of up to 892 N/m2, comparable or superior than that of the superglue, which is a liquid based adhesiveCan carry large weights of greater than 50kgsThe patch can be reusableA)  Epiphragm of snail demonstrating interlocking with rough surfaces; B)  Chemical structure of PHEMA; C) Advantages of PHEMA adhesivesStage of Development:ConceptProof of ConceptBench PrototypeIntellectual Property:U.S. Patent Application FiledReference Media:H. Cho et. al.,Proc. Nat. Acad. Sci., 2019, 116 (28), 13774Desired Partnerships:LicenseCo-developmentCase ID:18-8400-tpNCSWeb Published:5/12/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51024"
University of Pennsylvania,"Naturally Flexible, Adhesive, and Conductive Hydrogel Electrodes for Medical Sensing",,,https://upenn.technologypublisher.com/technology/51021,"A hydrogel that combines conductive additives with the strength of dynamic bonds to create a naturally flexible and adhesive electrode.Problem:Biocompatible sensors offer immense opportunities in neurological and cardiac testing, health and fitness tracking, medical robotics, and prosthetics. Unfortunately, modern sensors use hard materials like silicon and metal which break after strains of just 3% and require adhesives for medical applications. These materials also require electrolytic gels to reduce impedance, leading to long-term breakdown and skin irritation. In addition, hard materials are difficult to miniaturize for next-generation implantable technologies, such as deep brain stimulators, which can treat neurological disorders like Parkinson’s Disease.Solution:The research team combined the biocompatibility and flexibility of hydrogels with the high conductivity found in two-dimensional MXenes and other conductors to create a naturally flexible and adhesive electrode. This device easily contours and adheres to the human form while maintaining high conductivity and low impedance.Technology:First, a base hydrogel comprising polyvinyl alcohol, boronic acid and chitosan is created. It is then mixed in a conductive filler made of carbon nanotubes, reduced graphene oxide, PEDOT:PSS, or two-dimensional MXenes with up to 5 wt%.  The conductive hydrogel mix can achieve DC conductivities ranging over three orders of magnitude depending simply on the loading percentage and conductive filler type. Preliminary tests on skin also show lower impedance than commercial 3M 2360 adhesive electrodes.Advantages:DC conductivity up to 500 mS/cm at 5 wt% MXene loading, more than two orders of magnitude larger than the conductivity of water.Fine-tunable conductivity between 10 and 1000 mS/cm achievable with varying composition of reduced graphene oxide, PEDOT:PSS, MXene, carbon nanotube, salts, and antioxidants.Stage of Development:Proof of ConceptIntellectual Property:US PatentPendingReference Media:Driscoll et al.Curr Opin Biotechnol, 2021 Dec, 72 : 76Driscoll et al.Sci. Transl. Med., 2021 Sept 22, 13 (612): eabf8629Odorczyk,Penn Today, 2021 Sept 3Desired Partnerships:LicenseCo-developmentCase ID:22-10026-tpNCSWeb Published:5/12/2023Patent Information:App TypeCountrySerial No.Patent No.File DateIssued DateExpire DateDirect Link:https://upenn.technologypublisher.com/technology/51021"
